,Unnamed: 0,指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記,Unnamed: 6,日期,年
127115,135285,漲升股利100報酬指數,"6,520.59",+,134.96,2.11,,,20200407,2020
127116,135286,藍籌30報酬指數,"6,017.77",+,103.62,1.75,,,20200407,2020
127117,135287,工業菁英30報酬指數,"6,327.40",+,138.60,2.24,,,20200407,2020
127118,135288,電子菁英30報酬指數,"6,526.38",+,114.20,1.78,,,20200407,2020
127119,135289,低波動股利精選30報酬指數,"6,034.26",+,46.44,0.78,,,20200407,2020
127120,135290,低貝塔100報酬指數,"6,006.43",+,43.19,0.72,,,20200407,2020
127121,135291,中小型精選50報酬指數,"5,816.92",+,86.37,1.51,,,20200407,2020
127122,135292,中小型A級動能50報酬指數,"6,978.99",+,145.69,2.13,,,20200407,2020
127123,135293,特選高息低波報酬指數,"5,528.28",+,49.08,0.90,,,20200407,2020
127124,135294,臺灣永續報酬指數,"5,674.94",+,89.43,1.60,,,20200407,2020
127125,135295,特選內需高收益報酬指數,"5,786.10",+,52.88,0.92,,,20200407,2020
127126,135296,價值投資報酬指數,"5,916.08",+,186.38,3.25,,,20200407,2020
127127,135297,存股雙十等權重報酬指數,"4,832.31",+,73.87,1.55,,,20200407,2020
127128,135298,特選大蘋果報酬指數,"5,403.18",+,89.09,1.68,,,20200407,2020
127129,135299,中小型300報酬指數,"5,330.16",+,98.89,1.89,,,20200407,2020
127130,135300,特股高息20報酬指數,"5,206.73",+,14.36,0.28,,,20200407,2020
127131,135301,臺灣500報酬指數,"5,379.29",+,95.23,1.80,,,20200407,2020
127132,135302,特選外資豐擁50報酬指數,"5,419.56",+,88.36,1.66,,,20200407,2020
127133,135303,臺灣勞工權益報酬指數,"5,055.07",+,71.50,1.43,,,20200407,2020
127134,135304,微波高息精選20報酬指數,"4,510.89",+,46.86,1.05,,,20200407,2020
127135,135305,特選世代行動通訊報酬指數,"4,278.08",+,69.45,1.65,,,20200407,2020
127136,135306,智慧投資多因子30報酬指數,"4,467.98",+,60.43,1.37,,,20200407,2020
127137,135307,特選大蘋果報酬正向兩倍指數,"6,620.66",+,214.79,3.35,,,20200407,2020
127138,135308,特選大蘋果報酬反向一倍指數,"11,627.47",-,198.26,-1.68,,,20200407,2020
127139,135309,特選價值成長報酬指數,"4,106.38",+,85.72,2.13,,,20200407,2020
127140,135310,寶島股價指數,"11,561.77",+,167.36,1.47,,,20200408,2020
127141,135311,發行量加權股價指數,"10,137.47",+,141.08,1.41,,,20200408,2020
127142,135312,臺灣公司治理100指數,"5,818.96",+,57.46,1.00,,,20200408,2020
127143,135313,臺灣50指數,"7,905.33",+,95.97,1.23,,,20200408,2020
127144,135314,臺灣50權重上限30%指數,"7,767.66",+,102.00,1.33,,,20200408,2020
127145,135315,臺灣中型100指數,"7,420.89",+,120.90,1.66,,,20200408,2020
127146,135316,臺灣資訊科技指數,"11,562.46",+,81.01,0.71,,,20200408,2020
127147,135317,臺灣發達指數,"7,285.68",+,166.39,2.34,,,20200408,2020
127148,135318,臺灣高股息指數,"6,013.81",+,125.07,2.12,,,20200408,2020
127149,135319,臺灣就業99指數,"5,740.04",+,75.38,1.33,,,20200408,2020
127150,135320,臺灣高薪100指數,"5,492.22",+,79.01,1.46,,,20200408,2020
127151,135321,未含金融指數,"8,606.58",+,126.78,1.50,,,20200408,2020
127152,135322,未含電子指數,"12,589.57",+,182.37,1.47,,,20200408,2020
127153,135323,未含金融電子指數,"10,365.79",+,178.62,1.75,,,20200408,2020
127154,135324,小型股300指數,"5,687.78",+,117.01,2.10,,,20200408,2020
127155,135325,水泥窯製類指數,551.42,+,20.12,3.79,,,20200408,2020
127156,135326,塑膠化工類指數,685.69,+,11.82,1.75,,,20200408,2020
127157,135327,機電類指數,"2,528.16",+,34.17,1.37,,,20200408,2020
127158,135328,水泥類指數,156.62,+,5.31,3.51,,,20200408,2020
127159,135329,食品類指數,"1,687.10",+,19.70,1.18,,,20200408,2020
127160,135330,塑膠類指數,209.70,+,3.60,1.75,,,20200408,2020
127161,135331,紡織纖維類指數,415.36,+,8.33,2.05,,,20200408,2020
127162,135332,電機機械類指數,159.17,+,1.76,1.12,,,20200408,2020
127163,135333,電器電纜類指數,40.66,+,1.12,2.83,,,20200408,2020
127164,135334,化學生技醫療類指數,83.45,+,0.96,1.16,,,20200408,2020
127165,135335,化學類指數,87.60,+,1.49,1.73,,,20200408,2020
127166,135336,生技醫療類指數,54.67,+,0.32,0.59,,,20200408,2020
127167,135337,玻璃陶瓷類指數,22.98,+,1.60,7.48,,,20200408,2020
127168,135338,造紙類指數,179.69,+,2.79,1.58,,,20200408,2020
127169,135339,鋼鐵類指數,84.73,+,1.36,1.63,,,20200408,2020
127170,135340,橡膠類指數,208.55,+,6.04,2.98,,,20200408,2020
127171,135341,汽車類指數,259.05,+,3.70,1.45,,,20200408,2020
127172,135342,電子工業類指數,452.11,+,6.11,1.37,,,20200408,2020
127173,135343,半導體類指數,191.43,+,1.59,0.84,,,20200408,2020
127174,135344,電腦及週邊設備類指數,94.83,-,0.03,-0.03,,,20200408,2020
127175,135345,光電類指數,33.09,+,0.65,2.00,,,20200408,2020
127176,135346,通信網路類指數,118.58,+,1.14,0.97,,,20200408,2020
127177,135347,電子零組件類指數,98.76,+,3.53,3.71,,,20200408,2020
127178,135348,電子通路類指數,109.26,+,1.12,1.04,,,20200408,2020
127179,135349,資訊服務類指數,110.37,+,0.06,0.05,,,20200408,2020
127180,135350,其他電子類指數,73.13,+,2.83,4.03,,,20200408,2020
127181,135351,建材營造類指數,262.04,+,4.13,1.60,,,20200408,2020
127182,135352,航運類指數,51.96,+,1.78,3.55,,,20200408,2020
127183,135353,觀光類指數,73.21,+,1.75,2.45,,,20200408,2020
127184,135354,金融保險類指數,"1,137.86",+,9.86,0.87,,,20200408,2020
127185,135355,貿易百貨類指數,240.83,+,1.69,0.71,,,20200408,2020
127186,135356,油電燃氣類指數,106.86,+,1.09,1.03,,,20200408,2020
127187,135357,其他類指數,215.63,+,4.33,2.05,,,20200408,2020
127188,135358,臺指日報酬兩倍指數,"13,986.82",+,383.96,2.82,,,20200408,2020
127189,135359,臺指反向一倍指數,"7,345.36",-,105.15,-1.41,,,20200408,2020
127190,135360,電子類兩倍槓桿指數,"12,653.45",+,337.45,2.74,,,20200408,2020
127191,135361,電子類反向指數,"7,153.90",-,99.37,-1.37,,,20200408,2020
127192,135362,價格指數(跨市場),,,,,,,20200408,2020
127193,135364,臺灣生技指數,"3,513.77",+,38.02,1.09,,,20200408,2020
127194,135365,臺灣中小型公司治理指數,"5,008.60",+,46.62,0.94,,,20200408,2020
127195,135366,臺灣IPO指數,"4,781.03",+,26.38,0.55,,,20200408,2020
127196,135367,智慧中立指數,"5,005.03",+,47.10,0.95,,,20200408,2020
127197,135368,價格指數(臺灣指數公司),,,,,,,20200408,2020
127198,135370,金融類日報酬兩倍指數,"15,366.63",+,264.03,1.75,,,20200408,2020
127199,135371,金融類日報酬反向一倍指數,"7,206.66",-,63.55,-0.87,,,20200408,2020
127200,135372,漲升股利150指數,"5,547.79",+,92.44,1.69,,,20200408,2020
127201,135373,漲升股利100指數,"5,575.84",+,90.65,1.65,,,20200408,2020
127202,135374,藍籌30指數,"5,343.06",+,61.04,1.16,,,20200408,2020
127203,135375,工業菁英30指數,"5,611.14",+,64.21,1.16,,,20200408,2020
127204,135376,電子菁英30指數,"5,843.53",+,68.89,1.19,,,20200408,2020
127205,135377,低波動股利精選30指數,"5,336.32",+,56.96,1.08,,,20200408,2020
127206,135378,低貝塔100指數,"5,319.27",+,52.84,1.00,,,20200408,2020
127207,135379,藍籌30反向一倍指數,"8,652.36",-,101.16,-1.16,,,20200408,2020
127208,135380,中小型精選50指數,"5,098.82",+,80.96,1.61,,,20200408,2020
127209,135381,中小型A級動能50指數,"6,509.25",+,94.34,1.47,,,20200408,2020
127210,135382,特選高息低波指數,"4,811.70",+,54.23,1.14,,,20200408,2020
127211,135383,臺灣永續指數,"5,054.67",+,66.52,1.33,,,20200408,2020
127212,135384,工業菁英30反向一倍指數,"9,474.14",-,110.95,-1.16,,,20200408,2020
127213,135385,特選內需高收益指數,"5,274.66",+,77.15,1.48,,,20200408,2020
127214,135386,價值投資指數,"5,423.77",+,207.61,3.98,,,20200408,2020
127215,135387,中小型300指數,"5,211.03",+,100.96,1.98,,,20200408,2020
127216,135388,臺灣勞工權益指數,"4,874.91",+,54.35,1.13,,,20200408,2020
127217,135389,智慧投資多因子30指數,"4,548.01",+,88.02,1.97,,,20200408,2020
127218,135390,臺股期貨指數,"4,412.98",+,56.65,1.30,,,20200408,2020
127219,135393,寶島股價報酬指數,"14,562.53",+,211.03,1.47,,,20200408,2020
127220,135394,發行量加權股價報酬指數,"18,952.66",+,264.08,1.41,,,20200408,2020
127221,135395,臺灣公司治理100報酬指數,"7,184.73",+,70.94,1.00,,,20200408,2020
127222,135396,臺灣50報酬指數,"14,989.75",+,181.97,1.23,,,20200408,2020
127223,135397,臺灣50權重上限30%報酬指數,"14,712.56",+,193.21,1.33,,,20200408,2020
127224,135398,臺灣中型100報酬指數,"12,935.36",+,210.74,1.66,,,20200408,2020
127225,135399,臺灣資訊科技股報酬指數,"20,865.62",+,146.20,0.71,,,20200408,2020
127226,135400,臺灣發達報酬指數,"12,378.91",+,282.70,2.34,,,20200408,2020
127227,135401,臺灣高股息報酬指數,"13,542.37",+,281.63,2.12,,,20200408,2020
127228,135402,臺灣就業99報酬指數,"7,941.86",+,104.30,1.33,,,20200408,2020
127229,135403,臺灣高薪100報酬指數,"6,897.85",+,99.22,1.46,,,20200408,2020
127230,135404,未含金融電子報酬指數,"19,536.56",+,337.87,1.76,,,20200408,2020
127231,135405,小型股300報酬指數,"6,707.77",+,139.05,2.12,,,20200408,2020
127232,135406,水泥類報酬指數,262.25,+,8.89,3.51,,,20200408,2020
127233,135407,食品類報酬指數,"2,351.41",+,27.45,1.18,,,20200408,2020
127234,135408,塑膠類報酬指數,330.56,+,5.67,1.75,,,20200408,2020
127235,135409,紡織纖維類報酬指數,608.19,+,12.20,2.05,,,20200408,2020
127236,135410,電機機械類報酬指數,224.36,+,2.48,1.12,,,20200408,2020
127237,135411,電器電纜類報酬指數,55.36,+,1.52,2.82,,,20200408,2020
127238,135412,化學生技醫療類報酬指數,120.13,+,1.52,1.28,,,20200408,2020
127239,135413,化學類報酬指數,133.13,+,2.57,1.97,,,20200408,2020
127240,135414,生技醫療類報酬指數,72.11,+,0.43,0.60,,,20200408,2020
127241,135415,玻璃陶瓷類報酬指數,26.30,+,1.84,7.52,,,20200408,2020
127242,135416,造紙類報酬指數,250.34,+,3.89,1.58,,,20200408,2020
127243,135417,鋼鐵類報酬指數,126.22,+,2.01,1.62,,,20200408,2020
127244,135418,橡膠類報酬指數,304.12,+,8.80,2.98,,,20200408,2020
127245,135419,汽車類報酬指數,376.00,+,5.36,1.45,,,20200408,2020
127246,135420,電子工業類報酬指數,774.55,+,10.46,1.37,,,20200408,2020
127247,135421,半導體類報酬指數,313.77,+,2.61,0.84,,,20200408,2020
127248,135422,電腦及週邊設備類報酬指數,176.85,-,0.05,-0.03,,,20200408,2020
127249,135423,光電類報酬指數,44.43,+,0.87,2.00,,,20200408,2020
127250,135424,通信網路類報酬指數,224.05,+,2.15,0.97,,,20200408,2020
127251,135425,電子零組件類報酬指數,166.92,+,5.97,3.71,,,20200408,2020
127252,135426,電子通路類報酬指數,216.98,+,2.23,1.04,,,20200408,2020
127253,135427,資訊服務類報酬指數,218.40,+,0.11,0.05,,,20200408,2020
127254,135428,其他電子類報酬指數,103.64,+,4.01,4.02,,,20200408,2020
127255,135429,建材營造類報酬指數,453.32,+,7.14,1.60,,,20200408,2020
127256,135430,航運類報酬指數,70.20,+,2.41,3.56,,,20200408,2020
127257,135431,觀光類報酬指數,94.17,+,2.25,2.45,,,20200408,2020
127258,135432,金融保險類報酬指數,"1,736.78",+,15.05,0.87,,,20200408,2020
127259,135433,貿易百貨類報酬指數,344.23,+,2.42,0.71,,,20200408,2020
127260,135434,油電燃氣類報酬指數,155.58,+,1.59,1.03,,,20200408,2020
127261,135435,其他類報酬指數,332.07,+,6.67,2.05,,,20200408,2020
127262,135438,臺灣生技報酬指數,"3,694.05",+,39.97,1.09,,,20200408,2020
127263,135439,臺灣中小型公司治理報酬指數,"5,755.72",+,53.58,0.94,,,20200408,2020
127264,135440,臺灣IPO報酬指數,"5,087.49",+,28.07,0.55,,,20200408,2020
127265,135441,智慧中立報酬指數,"5,014.42",+,47.24,0.95,,,20200408,2020
127266,135442,加權指數掩護性臺指買權價外5%報酬指數,"4,274.55",+,18.80,0.44,,,20200408,2020
127267,135443,臺灣5G報酬指數,"4,542.70",+,68.70,1.54,,,20200408,2020
127268,135446,漲升股利150報酬指數,"6,576.54",+,109.58,1.69,,,20200408,2020
127269,135447,漲升股利100報酬指數,"6,628.35",+,107.76,1.65,,,20200408,2020
127270,135448,藍籌30報酬指數,"6,087.31",+,69.54,1.16,,,20200408,2020
127271,135449,工業菁英30報酬指數,"6,400.65",+,73.25,1.16,,,20200408,2020
127272,135450,電子菁英30報酬指數,"6,604.24",+,77.86,1.19,,,20200408,2020
127273,135451,低波動股利精選30報酬指數,"6,099.36",+,65.10,1.08,,,20200408,2020
127274,135452,低貝塔100報酬指數,"6,067.51",+,61.08,1.02,,,20200408,2020
127275,135453,中小型精選50報酬指數,"5,915.30",+,98.38,1.69,,,20200408,2020
127276,135454,中小型A級動能50報酬指數,"7,081.63",+,102.64,1.47,,,20200408,2020
127277,135455,特選高息低波報酬指數,"5,591.29",+,63.01,1.14,,,20200408,2020
127278,135456,臺灣永續報酬指數,"5,750.62",+,75.68,1.33,,,20200408,2020
127279,135457,特選內需高收益報酬指數,"5,871.99",+,85.89,1.48,,,20200408,2020
127280,135458,價值投資報酬指數,"6,151.55",+,235.47,3.98,,,20200408,2020
127281,135459,存股雙十等權重報酬指數,"4,935.34",+,103.03,2.13,,,20200408,2020
127282,135460,特選大蘋果報酬指數,"5,518.02",+,114.84,2.13,,,20200408,2020
127283,135461,中小型300報酬指數,"5,435.91",+,105.75,1.98,,,20200408,2020
127284,135462,特股高息20報酬指數,"5,222.77",+,16.04,0.31,,,20200408,2020
127285,135463,臺灣500報酬指數,"5,454.24",+,74.95,1.39,,,20200408,2020
127286,135464,特選外資豐擁50報酬指數,"5,493.85",+,74.29,1.37,,,20200408,2020
127287,135465,臺灣勞工權益報酬指數,"5,112.61",+,57.54,1.14,,,20200408,2020
127288,135466,微波高息精選20報酬指數,"4,569.90",+,59.01,1.31,,,20200408,2020
127289,135467,特選世代行動通訊報酬指數,"4,360.03",+,81.95,1.92,,,20200408,2020
127290,135468,智慧投資多因子30報酬指數,"4,556.16",+,88.18,1.97,,,20200408,2020
127291,135469,特選大蘋果報酬正向兩倍指數,"6,902.09",+,281.43,4.25,,,20200408,2020
127292,135470,特選大蘋果報酬反向一倍指數,"11,380.34",-,247.13,-2.13,,,20200408,2020
127293,135471,特選價值成長報酬指數,"4,226.55",+,120.17,2.93,,,20200408,2020
127294,135472,寶島股價指數,"11,540.07",-,21.70,-0.19,,,20200409,2020
127295,135473,發行量加權股價指數,"10,119.43",-,18.04,-0.18,,,20200409,2020
127296,135474,臺灣公司治理100指數,"5,816.00",-,2.96,-0.05,,,20200409,2020
127297,135475,臺灣50指數,"7,881.45",-,23.88,-0.30,,,20200409,2020
127298,135476,臺灣50權重上限30%指數,"7,750.21",-,17.45,-0.22,,,20200409,2020
127299,135477,臺灣中型100指數,"7,419.60",-,1.29,-0.02,,,20200409,2020
127300,135478,臺灣資訊科技指數,"11,497.74",-,64.72,-0.56,,,20200409,2020
127301,135479,臺灣發達指數,"7,256.17",-,29.51,-0.41,,,20200409,2020
127302,135480,臺灣高股息指數,"5,973.40",-,40.41,-0.67,,,20200409,2020
127303,135481,臺灣就業99指數,"5,765.82",+,25.78,0.45,,,20200409,2020
127304,135482,臺灣高薪100指數,"5,495.50",+,3.28,0.06,,,20200409,2020
127305,135483,未含金融指數,"8,575.72",-,30.86,-0.36,,,20200409,2020
127306,135484,未含電子指數,"12,652.93",+,63.36,0.50,,,20200409,2020
127307,135485,未含金融電子指數,"10,394.34",+,28.55,0.28,,,20200409,2020
127308,135486,小型股300指數,"5,690.41",+,2.63,0.05,,,20200409,2020
127309,135487,水泥窯製類指數,548.88,-,2.54,-0.46,,,20200409,2020
127310,135488,塑膠化工類指數,686.99,+,1.30,0.19,,,20200409,2020
127311,135489,機電類指數,"2,511.43",-,16.73,-0.66,,,20200409,2020
127312,135490,水泥類指數,155.76,-,0.86,-0.55,,,20200409,2020
127313,135491,食品類指數,"1,678.74",-,8.36,-0.50,,,20200409,2020
127314,135492,塑膠類指數,209.82,+,0.12,0.06,,,20200409,2020
127315,135493,紡織纖維類指數,419.19,+,3.83,0.92,,,20200409,2020
127316,135494,電機機械類指數,158.28,-,0.89,-0.56,,,20200409,2020
127317,135495,電器電纜類指數,40.81,+,0.15,0.37,,,20200409,2020
127318,135496,化學生技醫療類指數,84.13,+,0.68,0.81,,,20200409,2020
127319,135497,化學類指數,87.43,-,0.17,-0.19,,,20200409,2020
127320,135498,生技醫療類指數,55.68,+,1.01,1.85,,,20200409,2020
127321,135499,玻璃陶瓷類指數,23.13,+,0.15,0.65,,,20200409,2020
127322,135500,造紙類指數,180.90,+,1.21,0.67,,,20200409,2020
127323,135501,鋼鐵類指數,84.83,+,0.10,0.12,,,20200409,2020
127324,135502,橡膠類指數,208.16,-,0.39,-0.19,,,20200409,2020
127325,135503,汽車類指數,260.33,+,1.28,0.49,,,20200409,2020
127326,135504,電子工業類指數,449.08,-,3.03,-0.67,,,20200409,2020
127327,135505,半導體類指數,190.43,-,1.00,-0.52,,,20200409,2020
127328,135506,電腦及週邊設備類指數,94.35,-,0.48,-0.51,,,20200409,2020
127329,135507,光電類指數,32.33,-,0.76,-2.30,,,20200409,2020
127330,135508,通信網路類指數,117.70,-,0.88,-0.74,,,20200409,2020
127331,135509,電子零組件類指數,98.04,-,0.72,-0.73,,,20200409,2020
127332,135510,電子通路類指數,109.62,+,0.36,0.33,,,20200409,2020
127333,135511,資訊服務類指數,111.24,+,0.87,0.79,,,20200409,2020
127334,135512,其他電子類指數,72.63,-,0.50,-0.68,,,20200409,2020
127335,135513,建材營造類指數,263.26,+,1.22,0.47,,,20200409,2020
127336,135514,航運類指數,53.86,+,1.90,3.66,,,20200409,2020
127337,135515,觀光類指數,73.54,+,0.33,0.45,,,20200409,2020
127338,135516,金融保險類指數,"1,149.08",+,11.22,0.99,,,20200409,2020
127339,135517,貿易百貨類指數,242.29,+,1.46,0.61,,,20200409,2020
127340,135518,油電燃氣類指數,106.03,-,0.83,-0.78,,,20200409,2020
127341,135519,其他類指數,217.01,+,1.38,0.64,,,20200409,2020
127342,135520,臺指日報酬兩倍指數,"13,937.04",-,49.78,-0.36,,,20200409,2020
127343,135521,臺指反向一倍指數,"7,358.43",+,13.07,0.18,,,20200409,2020
127344,135522,電子類兩倍槓桿指數,"12,483.85",-,169.60,-1.34,,,20200409,2020
127345,135523,電子類反向指數,"7,201.84",+,47.94,0.67,,,20200409,2020
127346,135524,價格指數(跨市場),,,,,,,20200409,2020
127347,135526,臺灣生技指數,"3,556.33",+,42.56,1.21,,,20200409,2020
127348,135527,臺灣中小型公司治理指數,"5,008.77",+,0.17,--,,,20200409,2020
127349,135528,臺灣IPO指數,"4,748.33",-,32.70,-0.68,,,20200409,2020
127350,135529,智慧中立指數,"5,008.58",+,3.55,0.07,,,20200409,2020
127351,135530,價格指數(臺灣指數公司),,,,,,,20200409,2020
127352,135532,金融類日報酬兩倍指數,"15,669.68",+,303.05,1.97,,,20200409,2020
127353,135533,金融類日報酬反向一倍指數,"7,135.60",-,71.06,-0.99,,,20200409,2020
127354,135534,漲升股利150指數,"5,539.86",-,7.93,-0.14,,,20200409,2020
127355,135535,漲升股利100指數,"5,552.11",-,23.73,-0.43,,,20200409,2020
127356,135536,藍籌30指數,"5,325.86",-,17.20,-0.32,,,20200409,2020
