,資料日期,股票代號,股票名稱,除權息前收盤價,除權息參考價,權值+息值,權/息,漲停價格,跌停價格,開盤競價基準,減除股利參考價,詳細資料,最近一次申報資料 季別/日期,最近一次申報每股 (單位)淨值,最近一次申報每股 (單位)盈餘,Unnamed: 15
17,108年03月21日,"=""00710B""",FH彭博高收益債,20.73,20.47,0.253,息,"9,999.95",0.01,20.47,20.47,除權息資料,,,,
18,108年03月21日,"=""00711B""",FH彭博新興債,20.04,19.85,0.181,息,"9,999.95",0.01,19.85,19.85,除權息資料,,,,
19,108年03月21日,"=""00712""",FH富時不動產,18.82,18.68,0.135,息,"9,999.95",0.01,18.68,18.68,除權息資料,,,,
20,108年03月26日,"=""01004T""",土銀富邦R2,13.38,13.20,0.177265,息,14.52,11.88,13.20,13.20,除權息資料,110年05月18日,15.50,,
21,108年03月26日,"=""01009T""",王道圓滿R1,9.15,9.00,0.14685399999999998,息,9.90,8.10,9.00,9.00,除權息資料,110年05月18日,10.56,,
22,108年04月09日,912000,晨訊科-DR,2.50,2.42,0.07812000000000001,息,2.66,2.18,2.42,2.42,除權息資料,99年第4季,0.00,0.52,
23,108年04月17日,"=""00714""",群益道瓊美國地產,21.52,21.37,0.15,息,"9,999.95",0.01,21.37,21.37,除權息資料,,,,
24,108年04月18日,4142,國光生,21.95,20.65,1.2936290000000001,權,24.10,18.60,21.95,21.95,除權息資料,110年第1季,14.15,-0.58,
25,108年04月25日,"=""01003T""",兆豐新光R1,16.90,16.51,0.38321900000000003,息,18.16,14.86,16.51,16.51,除權息資料,110年05月18日,17.51,,
26,108年04月26日,"=""01001T""",土銀富邦R1,15.40,15.00,0.397677,息,16.50,13.50,15.00,15.00,除權息資料,110年05月18日,18.93,,
27,108年05月02日,"=""0052""",富邦科技,56.40,55.35,1.047,息,60.85,49.82,55.35,55.35,除權息資料,110年05月18日,119.44,,
28,108年05月02日,"=""00717""",富邦美國特別股,19.89,19.63,0.255,息,"9,999.95",0.01,19.63,19.63,除權息資料,,,,
29,108年05月02日,"=""00733""",富邦臺灣中小,17.63,17.23,0.4,息,18.95,15.51,17.23,17.23,除權息資料,110年05月18日,37.77,,
30,108年05月08日,2430,燦坤,20.95,20.05,0.9,息,22.05,18.05,20.05,20.05,除權息資料,110年第1季,29.75,1.0,
31,108年05月21日,"=""01002T""",土銀國泰R1,15.26,14.83,0.420609,息,16.31,13.35,14.83,14.83,除權息資料,110年05月18日,19.03,,
32,108年05月21日,"=""01007T""",兆豐國泰R2,16.00,15.77,0.22472899999999998,息,17.34,14.20,15.77,15.77,除權息資料,110年05月18日,20.13,,
33,108年05月21日,9136,巨騰-DR,8.00,7.60,0.392,息,8.36,6.84,7.60,7.60,除權息資料,97年第4季,0.00,2.82,
34,108年05月23日,"=""00775B""",新光投等債15+,42.18,41.93,0.25,息,"9,999.95",0.01,41.93,41.93,除權息資料,,,,
35,108年05月23日,8482,商億-KY,142.00,134.00,8.0,息,147.00,121.00,134.00,134.00,除權息資料,110年第1季,28.42,0.91,
36,108年05月31日,2101,南港,35.35,35.14,0.200103,息,38.65,31.65,35.15,35.14,除權息資料,110年第1季,13.06,0.26,
37,108年06月03日,2823,中壽,24.40,24.01,0.383101,權,26.80,21.65,24.40,24.40,除權息資料,110年第1季,33.65,2.08,
38,108年06月03日,3443,創意,228.50,223.50,5.0,息,245.50,201.50,223.50,223.50,除權息資料,110年第1季,35.73,2.3,
39,108年06月03日,8454,富邦媒,262.00,253.00,9.0,息,278.00,228.00,253.00,253.00,除權息資料,110年第1季,54.83,5.57,
40,108年06月06日,910322,康師傅-DR,25.70,24.69,1.008,息,27.15,22.25,24.70,24.69,除權息資料,97年第4季,0.00,1.53,
41,108年06月12日,1218,泰山,22.00,21.20,0.8,息,23.30,19.10,21.20,21.20,除權息資料,110年第1季,14.79,0.34,
42,108年06月13日,1773,勝一,86.80,81.80,5.0,息,89.90,73.70,81.80,81.80,除權息資料,110年第1季,34.07,2.1,
43,108年06月13日,5234,達興材料,90.00,85.00,5.0,息,93.50,76.50,85.00,85.00,除權息資料,110年第1季,29.81,1.58,
44,108年06月14日,2739,寒舍,29.00,28.00,1.0,息,30.80,25.20,28.00,28.00,除權息資料,110年第1季,12.80,-0.68,
45,108年06月14日,3030,德律,51.10,47.40,3.7,息,52.10,42.70,47.40,47.40,除權息資料,110年第1季,25.36,1.25,
46,108年06月14日,3167,大量,41.00,37.50,3.5,息,41.25,33.75,37.50,37.50,除權息資料,110年第1季,26.85,1.01,
47,108年06月17日,2231,為升,264.00,244.30,19.691696,權息,268.50,220.00,244.50,244.30,除權息資料,110年第1季,27.53,1.61,
48,108年06月17日,2939,凱羿-KY,105.00,96.00,9.0,息,105.50,86.40,96.00,96.00,除權息資料,110年第1季,23.16,0.14,
49,108年06月17日,8028,昇陽半導體,44.75,43.15,1.6,息,47.45,38.85,43.15,43.15,除權息資料,110年第1季,17.60,0.17,
50,108年06月18日,1605,華新,16.00,14.80,1.2,息,16.25,13.35,14.80,14.80,除權息資料,110年第1季,27.44,0.55,
51,108年06月18日,2614,東森,12.40,11.40,1.0,息,12.50,10.30,11.40,11.40,除權息資料,110年第1季,10.57,0.1,
52,108年06月19日,2851,中再保,18.65,17.75,0.9,息,19.50,16.00,17.75,17.75,除權息資料,110年第1季,24.01,1.32,
53,108年06月19日,5007,三星,55.10,52.10,3.0,息,57.30,46.90,52.10,52.10,除權息資料,110年第1季,22.08,0.8,
54,108年06月19日,6155,鈞寶,21.60,20.60,1.0,息,22.65,18.55,20.60,20.60,除權息資料,110年第1季,16.56,0.22,
55,108年06月19日,6456,GIS-KY,102.50,98.50,4.0,息,108.00,88.70,98.50,98.50,除權息資料,110年第1季,81.98,0.67,
56,108年06月19日,9940,信義,32.90,31.60,1.3,息,34.75,28.45,31.60,31.60,除權息資料,110年第1季,16.03,0.62,
57,108年06月20日,2415,錩新,23.95,22.45,1.5,息,24.65,20.25,22.45,22.45,除權息資料,110年第1季,18.26,0.76,
58,108年06月20日,2642,宅配通,22.95,22.35,0.6,息,24.55,20.15,22.35,22.35,除權息資料,110年第1季,23.47,0.64,
59,108年06月20日,6505,台塑化,118.50,113.70,4.8,息,125.00,102.50,113.50,113.70,除權息資料,110年第1季,34.84,1.88,
60,108年06月24日,1707,葡萄王,220.00,213.50,6.5,息,234.50,192.50,213.50,213.50,除權息資料,110年第1季,59.84,1.6,
61,108年06月24日,1711,永光,17.00,16.50,0.5,息,18.15,14.85,16.50,16.50,除權息資料,110年第1季,15.25,0.22,
62,108年06月24日,1906,寶隆,13.55,13.05,0.5,息,14.35,11.75,13.05,13.05,除權息資料,110年第1季,45.71,0.0,
63,108年06月24日,2107,厚生,17.95,17.27,0.68,息,18.95,15.55,17.25,17.27,除權息資料,110年第1季,33.98,0.63,
64,108年06月24日,2330,台積電,248.50,240.50,8.0,息,264.50,216.50,240.50,240.50,除權息資料,110年第1季,74.77,5.39,
65,108年06月24日,2722,夏都,24.80,24.60,0.2,息,27.05,22.15,24.60,24.60,除權息資料,110年第1季,16.53,0.07,
66,108年06月24日,2727,王品,84.50,80.10,4.393263,息,88.10,72.10,80.10,80.10,除權息資料,110年第1季,44.22,1.8,
67,108年06月24日,3048,益登,13.65,12.95,0.7,息,14.20,11.70,12.95,12.95,除權息資料,110年第1季,17.89,1.2,
68,108年06月24日,3416,融程電,55.20,52.60,2.6,息,57.80,47.35,52.60,52.60,除權息資料,110年第1季,31.71,1.13,
69,108年06月24日,4722,國精化,30.10,28.30,1.8,息,31.10,25.50,28.30,28.30,除權息資料,110年第1季,26.91,0.94,
70,108年06月24日,6024,群益期,47.80,44.40,3.4,息,48.80,40.00,44.40,44.40,除權息資料,110年第1季,31.08,0.76,
71,108年06月24日,6164,華興,7.47,7.27,0.2,息,7.99,6.55,7.27,7.27,除權息資料,110年第1季,10.93,-0.04,
72,108年06月24日,6641,基士德-KY,66.20,62.40,3.8,息,68.60,56.20,62.40,62.40,除權息資料,110年第1季,38.74,0.84,
73,108年06月25日,"=""00710B""",FH彭博高收益債,21.12,20.85,0.264,息,"9,999.95",0.01,20.85,20.85,除權息資料,,,,
74,108年06月25日,"=""00711B""",FH彭博新興債,21.53,21.35,0.176,息,"9,999.95",0.01,21.35,21.35,除權息資料,,,,
75,108年06月25日,"=""00712""",FH富時不動產,18.79,18.35,0.438,息,"9,999.95",0.01,18.35,18.35,除權息資料,,,,
76,108年06月25日,1731,美吾華,13.65,13.15,0.5,息,14.45,11.85,13.15,13.15,除權息資料,110年第1季,14.77,0.35,
77,108年06月25日,2385,群光,78.60,74.80,3.8,息,82.20,67.40,74.80,74.80,除權息資料,110年第1季,36.94,2.23,
78,108年06月26日,1326,台化,110.00,103.80,6.2,息,114.00,93.50,104.00,103.80,除權息資料,110年第1季,62.86,2.2,
79,108年06月26日,1457,宜進,14.65,13.95,0.7,息,15.30,12.60,13.95,13.95,除權息資料,110年第1季,21.08,0.31,
80,108年06月26日,1702,南僑,56.70,54.00,2.7,息,59.40,48.60,54.00,54.00,除權息資料,110年第1季,25.11,1.13,
81,108年06月26日,2024,志聯,10.60,10.00,0.6,息,11.00,9.00,10.00,10.00,除權息資料,110年第1季,11.94,0.28,
82,108年06月26日,3563,牧德,401.00,374.00,27.0,息,411.00,337.00,374.00,374.00,除權息資料,110年第1季,52.11,4.81,
83,108年06月26日,5225,東科-KY,34.10,32.79,1.300411,息,36.05,29.55,32.80,32.79,除權息資料,110年第1季,17.21,-2.38,
84,108年06月26日,5533,皇鼎,16.25,15.55,0.7,息,17.10,14.00,15.55,15.55,除權息資料,110年第1季,26.47,0.39,
85,108年06月26日,8466,美吉吉-KY,72.80,69.80,3.0,息,76.70,62.90,69.80,69.80,除權息資料,110年第1季,37.10,0.51,
86,108年06月27日,1314,中石化,11.60,10.57,1.028572,權息,11.60,9.52,10.55,10.57,除權息資料,110年第1季,21.76,0.2,
87,108年06月27日,1515,力山,86.10,84.10,2.0,息,92.50,75.70,84.10,84.10,除權息資料,110年第1季,18.75,1.79,
88,108年06月27日,1760,寶齡富錦,92.70,90.90,1.8,息,99.90,81.90,90.90,90.90,除權息資料,110年第1季,15.18,-0.32,
89,108年06月27日,2359,所羅門,22.10,21.00,1.1,息,23.10,18.90,21.00,21.00,除權息資料,110年第1季,25.84,0.0,
90,108年06月27日,2455,全新,80.30,77.80,2.5,息,85.50,70.10,77.80,77.80,除權息資料,110年第1季,16.91,1.22,
91,108年06月27日,2461,光群雷,19.05,18.64,0.41,息,20.50,16.80,18.65,18.64,除權息資料,110年第1季,16.75,0.75,
92,108年06月27日,2478,大毅,47.00,44.50,2.5,息,48.95,40.05,44.50,44.50,除權息資料,110年第1季,42.12,1.75,
93,108年06月27日,2480,敦陽科,54.70,51.28,3.42,息,56.40,46.20,51.30,51.28,除權息資料,110年第1季,23.68,1.35,
94,108年06月27日,3056,總太,21.20,19.70,1.5,息,21.65,17.75,19.70,19.70,除權息資料,110年第1季,28.41,3.62,
95,108年06月27日,3515,華擎,62.70,58.69,4.000616,息,64.50,52.90,58.70,58.69,除權息資料,110年第1季,53.39,4.14,
96,108年06月27日,4155,訊映,28.90,26.65,2.25,息,29.30,24.00,26.65,26.65,除權息資料,110年第1季,17.42,0.32,
97,108年06月27日,6412,群電,49.90,47.90,2.0,息,52.60,43.15,47.90,47.90,除權息資料,110年第1季,22.16,1.49,
98,108年06月27日,8271,宇瞻,32.90,30.40,2.5,息,33.40,27.40,30.40,30.40,除權息資料,110年第1季,28.80,1.23,
99,108年06月27日,8422,可寧衛,169.00,159.00,10.0,息,174.50,143.50,159.00,159.00,除權息資料,110年第1季,55.91,3.42,
100,108年06月28日,1444,力麗,10.15,9.75,0.4,息,10.70,8.78,9.75,9.75,除權息資料,110年第1季,10.78,0.08,
101,108年06月28日,1447,力鵬,7.53,7.32,0.201765,息,8.05,6.59,7.32,7.32,除權息資料,110年第1季,11.48,0.18,
102,108年06月28日,1909,榮成,15.05,14.55,0.5,息,16.00,13.10,14.55,14.55,除權息資料,110年第1季,20.52,0.4,
103,108年06月28日,3003,健和興,41.70,39.90,1.8,息,43.85,35.95,39.90,39.90,除權息資料,110年第1季,31.14,1.2,
104,108年06月28日,3029,零壹,29.60,28.10,1.4970729999999999,息,30.90,25.30,28.10,28.10,除權息資料,110年第1季,19.55,0.92,
105,108年06月28日,3669,圓展,16.60,16.20,0.4,息,17.80,14.60,16.20,16.20,除權息資料,110年第1季,36.58,2.19,
106,108年07月01日,1315,達新,31.50,30.30,1.2,息,33.30,27.30,30.30,30.30,除權息資料,110年第1季,89.83,0.24,
107,108年07月01日,1452,宏益,20.90,19.50,1.4,息,21.45,17.55,19.50,19.50,除權息資料,110年第1季,20.23,1.01,
108,108年07月01日,1733,五鼎,31.25,30.40,0.847793,息,33.40,27.40,30.40,30.40,除權息資料,110年第1季,16.90,0.34,
109,108年07月01日,2015,豐興,62.90,58.90,4.0,息,64.70,53.10,58.90,58.90,除權息資料,110年第1季,35.01,1.16,
110,108年07月01日,2032,新鋼,8.66,8.53,0.13,息,9.38,7.68,8.53,8.53,除權息資料,110年第1季,13.48,0.38,
111,108年07月01日,2340,光磊,21.10,20.60,0.5,息,22.65,18.55,20.60,20.60,除權息資料,110年第1季,19.67,0.66,
112,108年07月01日,2423,固緯,28.05,26.25,1.8,息,28.85,23.65,26.25,26.25,除權息資料,110年第1季,15.22,0.46,
113,108年07月01日,2425,承啟,31.50,30.00,1.5,息,33.00,27.00,30.00,30.00,除權息資料,110年第1季,18.70,0.51,
114,108年07月01日,2731,雄獅,85.50,81.70,3.8,息,89.80,73.60,81.70,81.70,除權息資料,110年第1季,22.16,-1.63,
115,108年07月01日,2882,國泰金,43.00,41.50,1.5,息,45.65,37.35,41.50,41.50,除權息資料,110年第1季,58.07,4.36,
116,108年07月01日,2882A,國泰特,64.00,61.72,2.28,息,67.80,55.60,61.70,61.72,除權息資料,110年第1季,58.07,4.36,
117,108年07月01日,2882B,國泰金乙特,62.30,61.20,1.0970950000000002,息,67.30,55.10,61.20,61.20,除權息資料,110年第1季,58.07,4.36,
118,108年07月01日,4755,三福化,46.70,44.00,2.7,息,48.40,39.60,44.00,44.00,除權息資料,110年第1季,36.70,1.0,
119,108年07月01日,6112,聚碩,36.90,32.18,4.718182,權息,35.35,29.00,32.20,32.18,除權息資料,110年第1季,21.13,1.18,
120,108年07月01日,6176,瑞儀,104.00,97.00,7.0,息,106.50,87.30,97.00,97.00,除權息資料,110年第1季,66.46,3.58,
121,108年07月01日,6215,和椿,16.80,16.30,0.5,息,17.90,14.70,16.30,16.30,除權息資料,110年第1季,15.51,1.36,
122,108年07月01日,8039,台虹,43.20,40.70,2.5,息,44.75,36.65,40.70,40.70,除權息資料,110年第1季,36.58,0.83,
123,108年07月01日,9934,成霖,17.95,16.65,1.29815,息,18.30,15.00,16.65,16.65,除權息資料,110年第1季,15.46,0.15,
124,108年07月02日,1301,台塑,115.00,109.20,5.8,息,120.00,98.30,109.00,109.20,除權息資料,110年第1季,56.42,2.35,
125,108年07月02日,2034,允強,27.05,25.25,1.8,息,27.75,22.75,25.25,25.25,除權息資料,110年第1季,19.87,0.45,
126,108年07月02日,2308,台達電,160.50,155.50,5.0,息,171.00,140.00,155.50,155.50,除權息資料,110年第1季,59.21,2.53,
127,108年07月02日,2501,國建,27.85,25.75,2.1,息,28.30,23.20,25.75,25.75,除權息資料,110年第1季,21.35,-0.01,
128,108年07月02日,2597,潤弘,61.60,56.80,4.8,息,62.40,51.20,56.80,56.80,除權息資料,110年第1季,36.07,2.74,
129,108年07月02日,2723,美食-KY,176.00,171.00,5.0,息,188.00,154.00,171.00,171.00,除權息資料,110年第1季,60.64,1.4,
130,108年07月02日,2850,新產,39.95,37.30,2.65,息,41.00,33.60,37.30,37.30,除權息資料,110年第1季,43.99,1.49,
131,108年07月02日,2885,元大金,18.95,18.05,0.9,息,19.85,16.25,18.05,18.05,除權息資料,109年第4季,20.87,1.99,
132,108年07月02日,3010,華立,55.10,51.90,3.2,息,57.00,46.75,51.90,51.90,除權息資料,110年第1季,60.02,2.58,
133,108年07月02日,4532,瑞智,26.15,24.95,1.2,息,27.40,22.50,24.95,24.95,除權息資料,110年第1季,18.00,0.27,
134,108年07月02日,6184,大豐電,37.55,35.05,2.5,息,38.55,31.55,35.05,35.05,除權息資料,110年第1季,29.48,0.74,
135,108年07月02日,6579,研揚,85.00,80.90,4.1,息,88.90,72.90,80.90,80.90,除權息資料,110年第1季,53.11,0.34,
136,108年07月03日,1303,南亞,78.30,73.30,5.0,息,80.60,66.00,73.30,73.30,除權息資料,110年第1季,46.22,2.23,
137,108年07月03日,1307,三芳,24.65,24.15,0.5,息,26.55,21.75,24.15,24.15,除權息資料,110年第1季,19.86,0.51,
138,108年07月03日,1437,勤益控,21.15,20.65,0.5,息,22.70,18.60,20.65,20.65,除權息資料,110年第1季,31.50,0.67,
139,108年07月03日,1504,東元,23.05,22.15,0.9,息,24.35,19.95,22.15,22.15,除權息資料,110年第1季,33.13,0.53,
140,108年07月03日,1560,中砂,61.20,57.70,3.5,息,63.40,52.00,57.70,57.70,除權息資料,110年第1季,32.45,1.05,
141,108年07月03日,2362,藍天,31.50,30.50,1.0,息,33.55,27.45,30.50,30.50,除權息資料,110年第1季,67.49,0.54,
142,108年07月03日,2397,友通,87.90,82.62,5.28,息,90.80,74.40,82.60,82.62,除權息資料,110年第1季,26.30,0.58,
143,108年07月03日,2451,創見,71.30,66.30,5.0,息,72.90,59.70,66.30,66.30,除權息資料,110年第1季,41.68,1.3,
144,108年07月03日,2548,華固,85.00,80.00,5.0,息,88.00,72.00,80.00,80.00,除權息資料,110年第1季,56.55,0.69,
145,108年07月03日,2820,華票,15.00,14.21,0.79,息,15.60,12.80,14.20,14.21,除權息資料,110年第1季,19.12,0.4,
146,108年07月03日,3006,晶豪科,32.30,30.80,1.5,息,33.85,27.75,30.80,30.80,除權息資料,110年第1季,32.80,2.3,
147,108年07月03日,3016,嘉晶,46.45,45.45,1.0,息,49.95,40.95,45.45,45.45,除權息資料,110年第1季,14.44,0.16,
148,108年07月03日,4557,永新-KY,76.50,69.47,7.024719,權息,78.60,62.60,71.50,71.50,除權息資料,110年第1季,37.47,1.01,
149,108年07月03日,4952,凌通,36.80,34.30,2.5,息,37.70,30.90,34.30,34.30,除權息資料,110年第1季,20.24,0.89,
150,108年07月03日,6281,全國電,66.90,62.90,4.0,息,69.10,56.70,62.90,62.90,除權息資料,110年第1季,27.75,1.38,
151,108年07月03日,6405,悅城,13.85,13.35,0.5,息,14.65,12.05,13.35,13.35,除權息資料,110年第1季,30.18,0.88,
152,108年07月03日,8341,日友,278.00,271.50,6.5,息,298.50,244.50,271.50,271.50,除權息資料,110年第1季,30.25,1.95,
153,108年07月03日,8463,潤泰材,25.15,24.45,0.7,息,26.85,22.05,24.45,24.45,除權息資料,110年第1季,16.19,0.18,
154,108年07月03日,8467,波力-KY,43.10,40.60,2.5,息,44.65,36.55,40.60,40.60,除權息資料,110年第1季,27.62,0.31,
155,108年07月03日,9931,欣高,33.45,32.15,1.3,息,35.35,28.95,32.15,32.15,除權息資料,110年第1季,20.93,0.67,
156,108年07月04日,1451,年興,28.50,26.50,2.0,息,29.15,23.85,26.50,26.50,除權息資料,110年第1季,38.89,0.33,
157,108年07月04日,1521,大億,64.50,60.70,3.8,息,66.70,54.70,60.70,60.70,除權息資料,110年第1季,23.36,0.28,
158,108年07月04日,1529,樂士,16.90,14.91,1.981845,權息,18.35,13.45,16.70,16.70,除權息資料,110年第1季,11.17,-0.02,
159,108年07月04日,1536,和大,108.50,105.00,3.5,息,115.50,94.50,105.00,105.00,除權息資料,110年第1季,31.05,0.2,
160,108年07月04日,1558,伸興,148.00,137.00,11.0,息,150.50,123.50,137.00,137.00,除權息資料,110年第1季,87.74,5.42,
161,108年07月04日,1568,倉佑,20.00,19.35,0.65,息,21.25,17.45,19.35,19.35,除權息資料,110年第1季,14.21,-0.02,
162,108年07月04日,1710,東聯,25.70,23.95,1.75,息,26.30,21.60,23.95,23.95,除權息資料,110年第1季,14.56,0.64,
163,108年07月04日,1712,興農,21.25,19.95,1.3,息,21.90,18.00,19.95,19.95,除權息資料,110年第1季,16.06,0.6,
164,108年07月04日,1727,中華化,13.40,12.80,0.6,息,14.05,11.55,12.80,12.80,除權息資料,110年第1季,12.09,0.35,
165,108年07月04日,2316,楠梓電,24.15,23.15,1.0,息,25.45,20.85,23.15,23.15,除權息資料,110年第1季,41.56,0.58,
166,108年07月04日,2353,宏碁,19.30,18.53,0.77,息,20.35,16.70,18.55,18.53,除權息資料,110年第1季,19.51,0.91,
167,108年07月04日,2408,南亞科,65.20,58.08,7.110499000000001,息,63.80,52.30,58.10,58.08,除權息資料,110年第1季,51.00,0.88,
168,108年07月04日,2436,偉詮電,26.55,25.54,1.000168,息,28.05,23.00,25.55,25.54,除權息資料,110年第1季,19.64,1.05,
169,108年07月04日,2456,奇力新,93.70,85.71,7.985546,息,94.20,77.20,85.70,85.71,除權息資料,110年第1季,96.15,1.87,
170,108年07月04日,2481,強茂,25.20,24.70,0.5,息,27.15,22.25,24.70,24.70,除權息資料,110年第1季,20.75,0.88,
171,108年07月04日,2520,冠德,27.55,26.55,1.0,息,29.20,23.90,26.55,26.55,除權息資料,110年第1季,31.99,1.09,
172,108年07月04日,2538,基泰,12.35,11.75,0.6,息,12.90,10.60,11.75,11.75,除權息資料,110年第1季,14.37,0.01,
173,108年07月04日,2546,根基,38.90,35.90,3.0,息,39.45,32.35,35.90,35.90,除權息資料,110年第1季,30.65,1.1,
174,108年07月04日,2630,亞航,21.70,20.70,1.0,息,22.75,18.65,20.70,20.70,除權息資料,110年第1季,12.51,0.18,
175,108年07月04日,2748,雲品,62.00,59.25,2.75,息,65.10,53.40,59.30,59.25,除權息資料,110年第1季,16.85,0.37,
176,108年07月04日,2832,台產,20.65,19.75,0.9,息,21.70,17.80,19.75,19.75,除權息資料,110年第1季,26.13,-0.06,
177,108年07月04日,2881,富邦金,46.10,44.10,2.0,息,48.50,39.70,44.10,44.10,除權息資料,109年第4季,66.33,8.54,
178,108年07月04日,2883,開發金,9.50,9.20,0.3,息,10.10,8.28,9.20,9.20,除權息資料,109年第4季,13.66,0.87,
179,108年07月04日,3005,神基,45.85,42.85,2.9983169999999997,息,47.10,38.60,42.85,42.85,除權息資料,110年第1季,24.83,0.85,
180,108年07月04日,3019,亞光,87.00,84.70,2.3,息,93.10,76.30,84.70,84.70,除權息資料,110年第1季,40.86,1.08,
181,108年07月04日,3038,全台,18.35,17.85,0.5,息,19.60,16.10,17.85,17.85,除權息資料,110年第1季,12.38,0.34,
182,108年07月04日,3040,遠見,32.05,30.05,2.0,息,33.05,27.05,30.05,30.05,除權息資料,110年第1季,29.39,0.64,
183,108年07月04日,3296,勝德,16.45,15.45,1.0,息,16.95,13.95,15.45,15.45,除權息資料,110年第1季,14.75,-0.36,
184,108年07月04日,3338,泰碩,63.20,62.00,1.2,息,68.20,55.80,62.00,62.00,除權息資料,110年第1季,19.21,0.13,
185,108年07月04日,3530,晶相光,82.20,80.20,1.9987689999999998,息,88.20,72.20,80.20,80.20,除權息資料,110年第1季,30.14,1.53,
186,108年07月04日,3607,谷崧,19.85,19.35,0.5,息,21.25,17.45,19.35,19.35,除權息資料,110年第1季,21.17,-0.48,
187,108年07月04日,4148,全宇生技-KY,52.00,49.60,2.4,息,54.50,44.65,49.60,49.60,除權息資料,110年第1季,29.46,0.42,
188,108年07月04日,4545,銘鈺,22.30,21.95,0.35,息,24.10,19.80,21.95,21.95,除權息資料,110年第1季,21.97,0.02,
189,108年07月04日,4916,事欣科,36.15,33.67,2.472703,息,37.00,30.35,33.65,33.67,除權息資料,110年第1季,15.09,0.4,
190,108年07月04日,5388,中磊,67.60,65.10,2.496941,息,71.60,58.60,65.10,65.10,除權息資料,110年第1季,32.17,0.56,
191,108年07月04日,6224,聚鼎,59.50,55.75,3.75,息,61.30,50.20,55.80,55.75,除權息資料,110年第1季,28.15,1.7,
192,108年07月04日,6655,科定,51.00,49.00,2.0,息,53.90,44.10,49.00,49.00,除權息資料,110年第1季,34.77,0.99,
193,108年07月05日,2421,建準,33.65,31.65,2.0,息,34.80,28.50,31.65,31.65,除權息資料,110年第1季,18.61,0.37,
194,108年07月05日,2453,凌群,14.75,14.25,0.5,息,15.65,12.85,14.25,14.25,除權息資料,110年第1季,19.25,0.43,
195,108年07月05日,2493,揚博,31.05,28.55,2.5,息,31.40,25.70,28.55,28.55,除權息資料,110年第1季,18.85,0.78,
196,108年07月05日,2915,潤泰全,76.00,70.50,5.5,息,77.50,63.50,70.50,70.50,除權息資料,110年第1季,157.46,12.8,
197,108年07月05日,3021,鴻名,15.25,14.50,0.75,息,15.95,13.05,14.50,14.50,除權息資料,110年第1季,12.99,0.36,
198,108年07月05日,4968,立積,92.30,90.80,1.492018,息,99.80,81.80,90.80,90.80,除權息資料,110年第1季,38.64,4.06,
199,108年07月05日,4989,榮科,25.60,24.00,1.6,息,26.40,21.60,24.00,24.00,除權息資料,110年第1季,14.14,0.64,
