,資料日期,股票代號,股票名稱,除權息前收盤價,除權息參考價,權值+息值,權/息,漲停價格,跌停價格,開盤競價基準,減除股利參考價,詳細資料,最近一次申報資料 季別/日期,最近一次申報每股 (單位)淨值,最近一次申報每股 (單位)盈餘,Unnamed: 15
200,105年07月12日,2101,南港,27.95,27.74,0.201692,息,30.50,25.00,27.75,27.74,除權息資料,110年第1季,13.06,0.26,
201,105年07月12日,2303,聯電,12.95,12.38,0.5650189999999999,息,13.60,11.15,12.40,12.38,除權息資料,110年第1季,20.12,0.85,
202,105年07月12日,2313,華通,16.30,15.30,1.0,息,16.80,13.80,15.30,15.30,除權息資料,110年第1季,25.16,0.78,
203,105年07月12日,2345,智邦,47.60,45.63,1.963,息,50.10,41.10,45.65,45.63,除權息資料,110年第1季,27.98,2.02,
204,105年07月12日,2417,圓剛,9.62,9.52,0.1,息,10.45,8.57,9.52,9.52,除權息資料,110年第1季,21.90,0.46,
205,105年07月12日,3034,聯詠,126.50,117.50,9.0,息,129.00,106.00,117.50,117.50,除權息資料,110年第1季,75.63,9.66,
206,105年07月12日,3450,聯鈞,154.00,122.91,31.083334000000004,權息,135.00,111.00,123.00,122.91,除權息資料,110年第1季,27.20,0.62,
207,105年07月12日,4904,遠傳,81.70,77.95,3.75,息,85.70,70.20,78.00,77.95,除權息資料,110年第1季,21.22,0.56,
208,105年07月13日,1219,福壽,15.45,15.20,0.25,息,16.70,13.70,15.20,15.20,除權息資料,110年第1季,14.45,0.73,
209,105年07月13日,1233,天仁,38.55,36.55,2.0,息,40.20,32.90,36.55,36.55,除權息資料,110年第1季,16.45,0.18,
210,105年07月13日,1301,台塑,80.60,77.00,3.6,息,84.70,69.30,77.00,77.00,除權息資料,110年第1季,56.42,2.35,
211,105年07月13日,1325,恆大,20.35,19.65,0.7,息,21.60,17.70,19.65,19.65,除權息資料,110年第1季,45.62,1.84,
212,105年07月13日,1463,強盛,18.00,17.30,0.7,息,19.00,15.60,17.30,17.30,除權息資料,110年第1季,13.25,0.19,
213,105年07月13日,1519,華城,15.70,15.10,0.6,息,16.60,13.60,15.10,15.10,除權息資料,110年第1季,12.32,0.04,
214,105年07月13日,1532,勤美,38.30,36.20,2.1,息,39.80,32.60,36.20,36.20,除權息資料,110年第1季,32.22,0.46,
215,105年07月13日,1589,永冠-KY,180.00,171.54,8.454016000000001,息,188.50,154.50,171.50,171.54,除權息資料,110年第1季,79.60,1.13,
216,105年07月13日,1723,中碳,106.50,102.00,4.5,息,112.00,91.80,102.00,102.00,除權息資料,110年第1季,29.35,1.01,
217,105年07月13日,2013,中鋼構,21.60,21.10,0.5,息,23.20,19.00,21.10,21.10,除權息資料,110年第1季,25.90,0.39,
218,105年07月13日,2114,鑫永銓,81.40,76.40,5.0,息,84.00,68.80,76.40,76.40,除權息資料,110年第1季,37.41,1.78,
219,105年07月13日,2332,友訊,12.20,11.90,0.3,息,13.05,10.75,11.90,11.90,除權息資料,110年第1季,14.25,0.09,
220,105年07月13日,2419,仲琦,21.05,20.30,0.75,息,22.30,18.30,20.30,20.30,除權息資料,110年第1季,15.53,0.0,
221,105年07月13日,2436,偉詮電,21.60,21.10,0.5,息,23.20,19.00,21.10,21.10,除權息資料,110年第1季,19.64,1.05,
222,105年07月13日,2464,盟立,47.25,44.95,2.3,息,49.40,40.50,44.95,44.95,除權息資料,110年第1季,21.62,0.72,
223,105年07月13日,2483,百容,19.00,17.70,1.3,息,19.45,15.95,17.70,17.70,除權息資料,110年第1季,21.37,0.08,
224,105年07月13日,2489,瑞軒,23.00,21.20,1.8,息,23.30,19.10,21.20,21.20,除權息資料,110年第1季,21.27,6.0,
225,105年07月13日,2493,揚博,27.05,24.75,2.3,息,27.20,22.30,24.75,24.75,除權息資料,110年第1季,18.85,0.78,
226,105年07月13日,2542,興富發,53.30,47.30,6.0,息,52.00,42.60,47.30,47.30,除權息資料,110年第1季,25.72,2.26,
227,105年07月13日,2608,嘉里大榮,43.80,42.08,1.72,息,46.25,37.90,42.10,42.08,除權息資料,110年第1季,22.64,0.65,
228,105年07月13日,3060,銘異,43.60,39.80,3.8,息,43.75,35.85,39.80,39.80,除權息資料,110年第1季,20.28,-0.04,
229,105年07月13日,3209,全科,31.00,25.68,5.310345,權息,28.20,23.15,25.70,25.68,除權息資料,110年第1季,16.40,0.92,
230,105年07月13日,3607,谷崧,42.75,38.55,4.2,息,42.40,34.70,38.55,38.55,除權息資料,110年第1季,21.17,-0.48,
231,105年07月13日,3705,永信,48.75,46.25,2.5,息,50.80,41.65,46.25,46.25,除權息資料,110年第1季,24.54,0.62,
232,105年07月13日,4934,太極,17.50,16.96,0.532687,息,18.65,15.30,16.95,16.96,除權息資料,110年第1季,8.35,-0.53,
233,105年07月13日,4968,立積,70.60,63.77,6.827272,權息,70.10,57.40,63.80,63.77,除權息資料,110年第1季,38.64,4.06,
234,105年07月13日,5471,松翰,33.75,31.55,2.2,息,34.70,28.40,31.55,31.55,除權息資料,110年第1季,24.72,1.6,
235,105年07月13日,8261,富鼎,22.95,21.94,1.000198,息,24.10,19.75,21.95,21.94,除權息資料,110年第1季,21.09,1.4,
236,105年07月13日,9802,鈺齊-KY,63.30,60.77,2.525056,權息,67.40,54.70,61.30,61.30,除權息資料,110年第1季,45.76,1.75,
237,105年07月14日,1312,國喬,15.85,15.05,0.8,息,16.55,13.55,15.05,15.05,除權息資料,110年第1季,32.93,2.13,
238,105年07月14日,1312A,國喬特,23.45,22.05,1.4,息,24.25,19.85,22.05,22.05,除權息資料,110年第1季,32.93,2.13,
239,105年07月14日,1315,達新,25.60,24.50,1.1,息,26.95,22.05,24.50,24.50,除權息資料,110年第1季,89.83,0.24,
240,105年07月14日,1402,遠東新,24.75,23.75,1.0,息,26.10,21.40,23.75,23.75,除權息資料,110年第1季,38.58,0.54,
241,105年07月14日,1410,南染,24.80,23.50,1.3,息,25.85,21.15,23.50,23.50,除權息資料,110年第1季,17.59,0.26,
242,105年07月14日,1414,東和,6.58,6.38,0.2,息,7.01,5.75,6.38,6.38,除權息資料,110年第1季,14.43,0.08,
243,105年07月14日,1445,大宇,10.05,9.55,0.5,息,10.50,8.60,9.55,9.55,除權息資料,110年第1季,12.07,-0.11,
244,105年07月14日,1452,宏益,21.85,20.05,1.8,息,22.05,18.05,20.05,20.05,除權息資料,110年第1季,20.23,1.01,
245,105年07月14日,1535,中宇,51.40,48.40,3.0,息,53.20,43.60,48.40,48.40,除權息資料,110年第1季,24.68,0.72,
246,105年07月14日,1708,東鹼,27.45,25.66,1.783334,權息,28.20,23.10,25.65,25.66,除權息資料,110年第1季,24.50,0.23,
247,105年07月14日,2331,精英,17.00,15.00,2.0,息,16.50,13.50,15.00,15.00,除權息資料,110年第1季,19.24,-0.4,
248,105年07月14日,2340,光磊,12.70,11.70,1.0,息,12.85,10.55,11.70,11.70,除權息資料,110年第1季,19.67,0.66,
249,105年07月14日,2353,宏碁,15.50,15.00,0.5,息,16.50,13.50,15.00,15.00,除權息資料,110年第1季,19.51,0.91,
250,105年07月14日,2356,英業達,25.25,23.85,1.4,息,26.20,21.50,23.85,23.85,除權息資料,110年第1季,14.65,0.32,
251,105年07月14日,2415,錩新,14.25,13.45,0.8,息,14.75,12.15,13.45,13.45,除權息資料,110年第1季,18.26,0.76,
252,105年07月14日,2453,凌群,11.10,10.60,0.5,息,11.65,9.54,10.60,10.60,除權息資料,110年第1季,19.25,0.43,
253,105年07月14日,2849,安泰銀,13.90,13.30,0.6,息,14.60,12.00,13.30,13.30,除權息資料,110年第1季,17.85,0.29,
254,105年07月14日,2850,新產,24.45,22.87,1.57361,息,25.15,20.60,22.85,22.87,除權息資料,110年第1季,43.99,1.49,
255,105年07月14日,3504,揚明光,31.90,31.34,0.56,息,34.45,28.25,31.35,31.34,除權息資料,110年第1季,27.47,-0.28,
256,105年07月14日,3653,健策,43.90,41.40,2.5,息,45.50,37.30,41.40,41.40,除權息資料,110年第1季,54.83,1.79,
257,105年07月14日,4960,誠美材,14.90,14.40,0.5,息,15.80,13.00,14.40,14.40,除權息資料,110年第1季,15.00,0.37,
258,105年07月14日,5533,皇鼎,17.05,15.76,1.288096,權息,17.30,14.20,15.75,15.76,除權息資料,110年第1季,26.47,0.39,
259,105年07月14日,6214,精誠,58.80,53.80,5.0,息,59.10,48.45,53.80,53.80,除權息資料,110年第1季,56.97,2.03,
260,105年07月14日,6277,宏正,87.20,82.00,5.2,息,90.20,73.80,82.00,82.00,除權息資料,110年第1季,38.18,1.43,
261,105年07月14日,8464,億豐,297.00,288.92,8.077588,息,317.50,260.50,289.00,288.92,除權息資料,110年第1季,56.69,4.38,
262,105年07月14日,9924,福興,53.00,50.20,2.8,息,55.20,45.20,50.20,50.20,除權息資料,110年第1季,31.92,0.88,
263,105年07月15日,1439,中和,13.60,13.10,0.5,息,14.40,11.80,13.10,13.10,除權息資料,110年第1季,24.98,0.33,
264,105年07月15日,1459,聯發,8.54,8.34,0.2,息,9.17,7.51,8.34,8.34,除權息資料,110年第1季,9.28,0.48,
265,105年07月15日,2454,聯發科,246.00,235.00,11.0,息,258.50,211.50,235.00,235.00,除權息資料,110年第1季,260.17,16.21,
266,105年07月15日,2481,強茂,16.50,15.60,0.8960229999999999,息,17.15,14.05,15.60,15.60,除權息資料,110年第1季,20.75,0.88,
267,105年07月15日,2707,晶華,190.50,181.62,8.872,息,199.50,163.50,181.50,181.62,除權息資料,110年第1季,23.60,2.11,
268,105年07月15日,2885,元大金,10.95,10.58,0.36099499999999995,息,11.60,9.53,10.60,10.58,除權息資料,109年第4季,20.87,1.99,
269,105年07月15日,4755,三福化,28.20,27.20,0.999944,息,29.90,24.50,27.20,27.20,除權息資料,110年第1季,36.70,1.0,
270,105年07月15日,5305,敦南,21.75,20.55,1.198599,息,22.60,18.50,20.55,20.55,除權息資料,109年第3季,30.01,7.7,
271,105年07月15日,6192,巨路,49.00,46.00,3.0,息,50.60,41.40,46.00,46.00,除權息資料,110年第1季,47.02,1.62,
272,105年07月15日,8215,明基材,17.70,16.50,1.2,息,18.15,14.85,16.50,16.50,除權息資料,110年第1季,14.02,0.52,
273,105年07月18日,1236,宏亞,20.15,19.45,0.7,息,21.35,17.55,19.45,19.45,除權息資料,110年第1季,15.29,0.57,
274,105年07月18日,1256,鮮活果汁-KY,108.50,104.50,4.0,息,114.50,94.10,104.50,104.50,除權息資料,110年第1季,83.26,5.88,
275,105年07月18日,1454,台富,9.20,8.70,0.5,息,9.57,7.83,8.70,8.70,除權息資料,110年第1季,12.78,-0.05,
276,105年07月18日,1707,葡萄王,216.00,210.40,5.595944,息,231.00,189.50,210.50,210.40,除權息資料,110年第1季,59.84,1.6,
277,105年07月18日,2207,和泰車,329.50,317.50,12.0,息,349.00,286.00,317.50,317.50,除權息資料,110年第1季,112.30,9.16,
278,105年07月18日,2492,華新科,30.20,29.44,0.7521479999999999,息,32.35,26.50,29.45,29.44,除權息資料,110年第1季,85.08,4.06,
279,105年07月18日,2615,萬海,17.95,16.75,1.2,息,18.40,15.10,16.75,16.75,除權息資料,110年第1季,26.77,6.62,
280,105年07月18日,2908,特力,20.30,19.35,0.95,息,21.25,17.45,19.35,19.35,除權息資料,110年第1季,12.90,0.56,
281,105年07月18日,3044,健鼎,65.80,62.55,3.25,息,68.80,56.30,62.60,62.55,除權息資料,110年第1季,72.15,2.68,
282,105年07月18日,3528,安馳,32.80,29.90,2.89804,權息,32.85,26.95,29.90,29.90,除權息資料,110年第1季,21.71,1.2,
283,105年07月18日,3559,全智科,19.40,18.00,1.391773,息,19.80,16.20,18.00,18.00,除權息資料,106年第2季,16.77,-0.08,
284,105年07月18日,5469,瀚宇博,9.50,9.30,0.2,息,10.20,8.37,9.30,9.30,除權息資料,110年第1季,57.21,1.48,
285,105年07月18日,8411,福貞-KY,26.20,24.78,1.4153120000000001,權息,27.25,22.35,24.80,24.78,除權息資料,110年第1季,30.30,-0.07,
286,105年07月19日,1213,大飲,19.10,17.36,1.736364,權,19.05,15.65,17.35,17.36,除權息資料,110年第1季,9.23,-0.24,
287,105年07月19日,1303,南亞,64.70,61.40,3.3,息,67.50,55.30,61.40,61.40,除權息資料,110年第1季,46.22,2.23,
288,105年07月19日,1464,得力,34.15,31.96,2.180986,息,35.15,28.80,31.95,31.96,除權息資料,110年第1季,12.40,0.25,
289,105年07月19日,1905,華紙,9.76,9.16,0.6,息,10.05,8.25,9.16,9.16,除權息資料,110年第1季,13.84,0.09,
290,105年07月19日,2006,東和鋼鐵,20.00,18.90,1.1,息,20.75,17.05,18.90,18.90,除權息資料,110年第1季,27.28,1.38,
291,105年07月19日,2029,盛餘,24.20,23.20,1.0,息,25.50,20.90,23.20,23.20,除權息資料,110年第1季,27.92,0.86,
292,105年07月19日,2034,允強,26.50,23.18,3.318182,權息,25.45,20.90,23.20,23.18,除權息資料,110年第1季,19.87,0.45,
293,105年07月19日,2511,太子,12.10,11.00,1.1,息,12.10,9.90,11.00,11.00,除權息資料,110年第1季,15.63,0.51,
294,105年07月19日,3032,偉訓,39.25,37.25,2.0,息,40.95,33.55,37.25,37.25,除權息資料,110年第1季,23.17,0.64,
295,105年07月19日,3591,艾笛森,14.55,14.22,0.323791,息,15.60,12.80,14.20,14.22,除權息資料,110年第1季,21.05,0.29,
296,105年07月19日,4915,致伸,44.75,42.64,2.100594,息,46.90,38.40,42.65,42.64,除權息資料,110年第1季,30.44,1.13,
297,105年07月19日,6112,聚碩,29.40,26.57,2.8285720000000003,權息,29.20,23.95,26.55,26.57,除權息資料,110年第1季,21.13,1.18,
298,105年07月19日,9919,康那香,10.75,10.45,0.3,息,11.45,9.41,10.45,10.45,除權息資料,110年第1季,13.16,0.2,
299,105年07月20日,1108,幸福,10.40,9.55,0.85,息,10.50,8.60,9.55,9.55,除權息資料,110年第1季,10.96,0.13,
300,105年07月20日,1455,集盛,8.57,8.37,0.2,息,9.20,7.54,8.37,8.37,除權息資料,110年第1季,13.01,0.72,
301,105年07月20日,1526,日馳,13.20,12.80,0.4,息,14.05,11.55,12.80,12.80,除權息資料,110年第1季,19.80,0.9,
302,105年07月20日,1540,喬福,15.95,14.95,1.0,息,16.40,13.50,14.95,14.95,除權息資料,110年第1季,15.88,0.24,
303,105年07月20日,1614,三洋電,25.15,24.34,0.805897,息,26.75,21.95,24.35,24.34,除權息資料,110年第1季,19.75,0.23,
304,105年07月20日,1712,興農,14.60,14.00,0.6,息,15.40,12.60,14.00,14.00,除權息資料,110年第1季,16.06,0.6,
305,105年07月20日,2201,裕隆,29.60,28.70,0.9,息,31.55,25.85,28.70,28.70,除權息資料,110年第1季,50.69,1.39,
306,105年07月20日,2352,佳世達,12.35,11.80,0.55,息,12.95,10.65,11.80,11.80,除權息資料,110年第1季,19.82,1.07,
307,105年07月20日,2545,皇翔,37.45,36.25,1.2,息,39.85,32.65,36.25,36.25,除權息資料,110年第1季,35.54,0.68,
308,105年07月20日,3679,新至陞,55.50,51.50,4.0,息,56.60,46.35,51.50,51.50,除權息資料,110年第1季,74.37,3.49,
309,105年07月20日,6141,柏承,9.21,8.91,0.3,息,9.80,8.02,8.91,8.91,除權息資料,110年第1季,19.73,0.62,
310,105年07月20日,6176,瑞儀,55.90,51.40,4.5,息,56.50,46.30,51.40,51.40,除權息資料,110年第1季,66.46,3.58,
311,105年07月20日,8222,寶一,36.40,35.60,0.8,息,39.15,32.05,35.60,35.60,除權息資料,110年第1季,12.01,-0.43,
312,105年07月20日,8926,台汽電,25.10,23.80,1.3,息,26.15,21.45,23.80,23.80,除權息資料,110年第1季,20.96,0.51,
313,105年07月20日,9917,中保科,96.00,92.00,4.0,息,101.00,82.80,92.00,92.00,除權息資料,110年第1季,26.89,1.33,
314,105年07月21日,1110,東泥,15.45,15.25,0.2,息,16.75,13.75,15.25,15.25,除權息資料,110年第1季,14.95,0.03,
315,105年07月21日,1717,長興,35.15,31.15,3.992593,權息,34.25,28.05,31.15,31.15,除權息資料,110年第1季,18.90,0.66,
316,105年07月21日,2104,國際中橡,24.15,23.00,1.15,息,25.30,20.70,23.00,23.00,除權息資料,110年第1季,31.74,0.44,
317,105年07月21日,2105,正新,69.00,66.00,3.0,息,72.60,59.40,66.00,66.00,除權息資料,110年第1季,25.20,0.56,
318,105年07月21日,2204,中華,25.40,23.90,1.5,息,26.25,21.55,23.90,23.90,除權息資料,110年第1季,78.54,2.35,
319,105年07月21日,2365,昆盈,9.30,9.13,0.169717,息,10.00,8.22,9.13,9.13,除權息資料,110年第1季,13.46,0.22,
320,105年07月21日,2385,群光,79.50,79.10,0.395523,權,87.00,71.20,79.10,79.10,除權息資料,110年第1季,36.94,2.23,
321,105年07月21日,2408,南亞科,39.90,37.10,2.8,息,40.80,33.40,37.10,37.10,除權息資料,110年第1季,51.00,0.88,
322,105年07月21日,2412,中華電,123.00,117.51,5.4852,息,129.00,106.00,117.50,117.51,除權息資料,110年第1季,49.73,1.14,
323,105年07月21日,2427,三商電,8.11,8.01,0.1,息,8.81,7.21,8.01,8.01,除權息資料,110年第1季,12.17,0.13,
324,105年07月21日,2471,資通,14.95,13.91,1.039989,息,15.30,12.55,13.90,13.91,除權息資料,110年第1季,16.56,0.29,
325,105年07月21日,2527,宏璟,17.70,16.60,1.1,息,18.25,14.95,16.60,16.60,除權息資料,110年第1季,35.59,0.84,
326,105年07月21日,2616,山隆,25.20,23.71,1.489501,息,26.05,21.35,23.70,23.71,除權息資料,110年第1季,38.41,0.64,
327,105年07月21日,2823,中壽,27.10,25.48,1.619286,權息,28.00,22.95,25.50,25.48,除權息資料,110年第1季,33.65,2.08,
328,105年07月21日,2913,農林,15.55,15.05,0.5,息,16.55,13.55,15.05,15.05,除權息資料,110年第1季,19.99,0.0,
329,105年07月21日,3033,威健,19.75,18.25,1.4960280000000001,息,20.05,16.45,18.25,18.25,除權息資料,110年第1季,15.96,0.75,
330,105年07月21日,3130,一零四,144.00,136.00,8.0,息,149.50,122.50,136.00,136.00,除權息資料,110年第1季,47.11,3.13,
331,105年07月21日,3583,辛耘,69.70,68.70,1.0,息,75.50,61.90,68.70,68.70,除權息資料,110年第1季,33.78,0.25,
332,105年07月21日,3605,宏致,26.05,25.65,0.4,息,28.20,23.10,25.65,25.65,除權息資料,110年第1季,36.97,1.24,
333,105年07月21日,4720,德淵,16.90,15.90,1.0,息,17.45,14.35,15.90,15.90,除權息資料,110年第1季,12.96,0.07,
334,105年07月21日,4935,茂林-KY,81.70,78.20,3.5,息,86.00,70.40,78.20,78.20,除權息資料,110年第1季,57.79,2.49,
335,105年07月21日,6115,鎰勝,41.80,38.30,3.49082,息,42.10,34.50,38.30,38.30,除權息資料,110年第1季,25.91,0.75,
336,105年07月21日,6189,豐藝,35.50,32.50,3.0,息,35.75,29.25,32.50,32.50,除權息資料,110年第1季,23.05,1.23,
337,105年07月21日,6415,矽力-KY,379.50,377.48,2.013641,息,415.00,340.00,377.50,377.48,除權息資料,110年第1季,206.66,10.69,
338,105年07月21日,6442,光聖,50.70,47.70,3.0,息,52.40,42.95,47.70,47.70,除權息資料,110年第1季,24.91,0.21,
339,105年07月21日,8105,凌巨,19.00,18.90,0.1,息,20.75,17.05,18.90,18.90,除權息資料,110年第1季,15.61,-0.37,
340,105年07月21日,8131,福懋科,23.30,21.30,2.0,息,23.40,19.20,21.30,21.30,除權息資料,110年第1季,27.83,0.82,
341,105年07月21日,8443,阿瘦,22.55,21.05,1.5,息,23.15,18.95,21.05,21.05,除權息資料,110年第1季,18.45,-0.72,
342,105年07月21日,9907,統一實,14.60,14.28,0.32,息,15.70,12.90,14.30,14.28,除權息資料,110年第1季,12.00,0.12,
343,105年07月21日,9918,欣天然,32.50,31.30,1.2,息,34.40,28.20,31.30,31.30,除權息資料,110年第1季,18.03,0.76,
344,105年07月21日,9934,成霖,15.05,13.85,1.2,息,15.20,12.50,13.85,13.85,除權息資料,110年第1季,15.46,0.15,
345,105年07月22日,1762,中化生,32.60,31.10,1.5,息,34.20,28.00,31.10,31.10,除權息資料,110年第1季,33.85,1.27,
346,105年07月22日,3416,融程電,51.10,47.60,3.5,息,52.30,42.85,47.60,47.60,除權息資料,110年第1季,31.71,1.13,
347,105年07月22日,4763,材料-KY,119.50,114.50,5.0,息,125.50,103.50,114.50,114.50,除權息資料,110年第1季,31.15,1.62,
348,105年07月22日,4912,聯德控股-KY,86.50,80.50,6.0,息,88.50,72.50,80.50,80.50,除權息資料,110年第1季,56.17,3.01,
349,105年07月22日,9939,宏全,49.50,47.50,2.0,息,52.20,42.75,47.50,47.50,除權息資料,110年第1季,42.41,1.67,
350,105年07月25日,1101,台泥,34.85,33.52,1.33,息,36.85,30.20,33.50,33.52,除權息資料,110年第1季,34.63,0.57,
351,105年07月25日,1104,環泥,21.80,20.59,1.205941,權息,22.60,18.55,20.60,20.59,除權息資料,110年第1季,28.89,0.35,
352,105年07月25日,1319,東陽,57.20,55.80,1.4,息,61.30,50.30,55.80,55.80,除權息資料,110年第1季,36.99,0.42,
353,105年07月25日,1582,信錦,55.70,51.20,4.5,息,56.30,46.10,51.20,51.20,除權息資料,110年第1季,48.44,1.02,
354,105年07月25日,1701,中化,18.85,18.25,0.6,息,20.05,16.45,18.25,18.25,除權息資料,110年第1季,23.66,0.43,
355,105年07月25日,1711,永光,21.85,20.33,1.516667,權息,22.35,18.30,20.35,20.33,除權息資料,110年第1季,15.25,0.22,
356,105年07月25日,1724,台硝,17.70,16.70,1.0,息,18.35,15.05,16.70,16.70,除權息資料,110年第1季,14.97,-0.27,
357,105年07月25日,2414,精技,17.95,16.70,1.25,息,18.35,15.05,16.70,16.70,除權息資料,110年第1季,18.00,0.86,
358,105年07月25日,2610,華航,9.91,9.45,0.45852200000000004,息,10.35,8.51,9.45,9.45,除權息資料,110年第1季,10.40,-0.19,
359,105年07月25日,3010,華立,49.80,47.10,2.7,息,51.80,42.40,47.10,47.10,除權息資料,110年第1季,60.02,2.58,
360,105年07月25日,3596,智易,56.60,55.00,1.6,息,60.50,49.50,55.00,55.00,除權息資料,110年第1季,51.49,2.2,
361,105年07月25日,5538,東明-KY,25.85,24.85,1.0,息,27.30,22.40,24.85,24.85,除權息資料,110年第1季,25.79,1.2,
362,105年07月25日,6166,凌華,69.80,67.40,2.399884,息,74.10,60.70,67.40,67.40,除權息資料,110年第1季,20.78,0.01,
363,105年07月25日,6271,同欣電,117.50,111.50,6.0,息,122.50,100.50,111.50,111.50,除權息資料,110年第1季,121.40,2.68,
364,105年07月25日,9930,中聯資源,60.10,56.60,3.5,息,62.20,51.00,56.60,56.60,除權息資料,110年第1季,22.50,0.79,
365,105年07月26日,1434,福懋,31.50,30.30,1.2,息,33.30,27.30,30.30,30.30,除權息資料,110年第1季,36.83,0.34,
366,105年07月26日,1525,江申,121.00,119.60,1.4,息,131.50,108.00,119.50,119.60,除權息資料,110年第1季,59.70,1.18,
367,105年07月26日,1618,合機,8.44,8.09,0.35,息,8.89,7.29,8.09,8.09,除權息資料,110年第1季,19.91,0.28,
368,105年07月26日,1702,南僑,71.50,68.90,2.6,息,75.70,62.10,68.90,68.90,除權息資料,110年第1季,25.11,1.13,
369,105年07月26日,1713,國化,14.90,14.49,0.41,息,15.90,13.05,14.50,14.49,除權息資料,110年第1季,16.02,0.23,
370,105年07月26日,1805,寶徠,6.40,5.90,0.5,息,6.49,5.31,5.90,5.90,除權息資料,110年第1季,5.88,-0.15,
371,105年07月26日,2002,中鋼,22.85,22.35,0.5,息,24.55,20.15,22.35,22.35,除權息資料,110年第1季,19.86,0.58,
372,105年07月26日,2002A,中鋼特,41.40,40.00,1.4,息,44.00,36.00,40.00,40.00,除權息資料,110年第1季,19.86,0.58,
373,105年07月26日,2324,仁寶,21.10,19.89,1.200539,息,21.85,17.95,19.90,19.89,除權息資料,110年第1季,23.59,0.6,
374,105年07月26日,2816,旺旺保,12.45,12.35,0.1,息,13.55,11.15,12.35,12.35,除權息資料,110年第1季,27.19,0.95,
375,105年07月26日,2855,統一證,12.70,12.12,0.579534,權息,13.30,10.95,12.10,12.12,除權息資料,110年第1季,21.75,0.68,
376,105年07月26日,2904,匯僑,27.85,25.85,2.0,息,28.40,23.30,25.85,25.85,除權息資料,110年第1季,15.57,0.58,
377,105年07月26日,3005,神基,24.90,22.90,1.997975,息,25.15,20.65,22.90,22.90,除權息資料,110年第1季,24.83,0.85,
378,105年07月26日,3376,新日興,110.50,106.50,4.0,息,117.00,95.90,106.50,106.50,除權息資料,110年第1季,83.33,1.54,
379,105年07月26日,4106,雃博,39.25,38.25,1.0,息,42.05,34.45,38.25,38.25,除權息資料,110年第1季,20.96,0.29,
380,105年07月26日,4536,拓凱,106.00,101.00,5.0,息,111.00,90.90,101.00,101.00,除權息資料,110年第1季,61.03,2.51,
381,105年07月26日,4906,正文,18.45,17.85,0.6,息,19.60,16.10,17.85,17.85,除權息資料,110年第1季,30.31,0.36,
382,105年07月26日,8404,百和興業-KY,38.70,34.90,3.7909089999999996,權息,38.35,31.45,34.90,34.90,除權息資料,110年第1季,17.36,1.24,
383,105年07月26日,9910,豐泰,167.00,144.64,22.357143,權息,159.00,130.50,144.50,144.64,除權息資料,110年第1季,21.52,1.86,
384,105年07月26日,9925,新保,41.95,39.95,2.0,息,43.90,36.00,39.95,39.95,除權息資料,110年第1季,27.16,0.48,
385,105年07月26日,9933,中鼎,48.95,46.55,2.396014,息,51.20,41.90,46.55,46.55,除權息資料,110年第1季,21.28,0.31,
386,105年07月27日,1416,廣豐,20.20,18.90,1.3,息,20.75,17.05,18.90,18.90,除權息資料,110年第1季,18.99,-0.21,
387,105年07月27日,1715,萬洲,11.85,11.34,0.50988,息,12.45,10.25,11.35,11.34,除權息資料,106年第2季,14.07,0.06,
388,105年07月27日,4144,康聯-KY,47.40,45.90,1.5,息,50.40,41.35,45.90,45.90,除權息資料,109年第2季,28.57,-0.93,
389,105年07月27日,6164,華興,12.75,12.21,0.53774,息,13.40,11.00,12.20,12.21,除權息資料,110年第1季,10.93,-0.04,
390,105年07月27日,6196,帆宣,30.90,28.90,2.0,息,31.75,26.05,28.90,28.90,除權息資料,110年第1季,34.46,1.11,
391,105年07月27日,6412,群電,35.90,35.72,0.17863099999999998,權,39.25,32.15,35.70,35.72,除權息資料,110年第1季,22.16,1.49,
392,105年07月27日,6504,南六,160.00,156.10,3.9,息,171.50,140.50,156.00,156.10,除權息資料,110年第1季,60.22,1.56,
393,105年07月27日,9908,大台北,24.00,23.00,1.0,息,25.30,20.70,23.00,23.00,除權息資料,110年第1季,23.38,0.41,
394,105年07月27日,9941,裕融,76.60,71.87,4.722169,息,79.00,64.70,71.90,71.87,除權息資料,110年第1季,46.99,3.1,
395,105年07月28日,"=""0050""",元大台灣50,69.70,68.85,0.85,息,75.70,62.00,68.85,68.85,除權息資料,110年05月18日,132.17,,
396,105年07月28日,"=""006203""",元大MSCI台灣,32.54,32.24,0.3,息,35.46,29.02,32.24,32.24,除權息資料,110年05月18日,62.42,,
397,105年07月28日,1234,黑松,33.95,32.45,1.5,息,35.65,29.25,32.45,32.45,除權息資料,110年第1季,45.29,0.33,
398,105年07月28日,1304,台聚,13.30,12.80,0.5,息,14.05,11.55,12.80,12.80,除權息資料,110年第1季,20.96,1.16,
399,105年07月28日,1307,三芳,39.40,36.60,2.798059,權息,40.25,32.95,36.60,36.60,除權息資料,110年第1季,19.86,0.51,
400,105年07月28日,1470,大統新創,19.00,18.40,0.6,息,20.20,16.60,18.40,18.40,除權息資料,110年第1季,10.97,0.08,
401,105年07月28日,1617,榮星,6.75,6.45,0.3,息,7.09,5.81,6.45,6.45,除權息資料,110年第1季,12.74,0.46,
402,105年07月28日,1810,和成,7.82,7.62,0.2,息,8.38,6.86,7.62,7.62,除權息資料,110年第1季,16.37,-0.03,
