,資料日期,股票代號,股票名稱,除權息前收盤價,除權息參考價,權值+息值,權/息,漲停價格,跌停價格,開盤競價基準,減除股利參考價,詳細資料,最近一次申報資料 季別/日期,最近一次申報每股 (單位)淨值,最近一次申報每股 (單位)盈餘,Unnamed: 15
645,107年08月21日,6452,康友-KY,376.00,368.00,8.0,息,404.50,331.50,368.00,368.00,除權息資料,109年第1季,76.28,1.7,
646,107年08月21日,8478,東哥遊艇,49.00,46.93,2.0669150000000003,息,51.60,42.25,46.95,46.93,除權息資料,110年第1季,27.85,0.1,
647,107年08月22日,1604,聲寶,13.55,13.35,0.2,息,14.65,12.05,13.35,13.35,除權息資料,110年第1季,21.45,0.5,
648,107年08月22日,2347,聯強,42.95,40.75,2.2,息,44.80,36.70,40.75,40.75,除權息資料,110年第1季,31.05,1.52,
649,107年08月22日,2377,微星,99.90,95.40,4.5,息,104.50,85.90,95.40,95.40,除權息資料,110年第1季,46.86,4.94,
650,107年08月22日,2701,萬企,13.10,12.53,0.564652,權息,13.75,11.30,12.55,12.53,除權息資料,110年第1季,16.74,0.0,
651,107年08月22日,2887,台新金,15.35,14.17,1.170593,權息,15.55,12.80,14.15,14.17,除權息資料,109年第4季,15.88,1.17,
652,107年08月22日,2923,鼎固-KY,21.65,21.29,0.36,息,23.40,19.20,21.30,21.29,除權息資料,110年第1季,31.21,0.44,
653,107年08月22日,4438,廣越,132.00,127.44,4.56,息,140.00,115.00,127.50,127.44,除權息資料,110年第1季,63.17,-1.05,
654,107年08月22日,6139,亞翔,31.50,30.00,1.5,息,33.00,27.00,30.00,30.00,除權息資料,110年第1季,33.99,0.16,
655,107年08月22日,6552,易華電,66.70,66.40,0.3,息,73.00,59.80,66.40,66.40,除權息資料,110年第1季,29.94,0.43,
656,107年08月23日,1460,宏遠,14.25,13.97,0.279412,權,15.35,12.60,13.95,13.97,除權息資料,110年第1季,7.79,0.04,
657,107年08月23日,1709,和益,19.15,17.65,1.495739,息,19.40,15.90,17.65,17.65,除權息資料,110年第1季,15.60,0.53,
658,107年08月23日,1722,台肥,43.50,41.40,2.1,息,45.50,37.30,41.40,41.40,除權息資料,110年第1季,53.42,0.76,
659,107年08月23日,1726,永記,80.90,77.40,3.5,息,85.10,69.70,77.40,77.40,除權息資料,110年第1季,56.02,1.76,
660,107年08月23日,2023,燁輝,10.50,10.00,0.5,權息,11.00,9.00,10.00,10.00,除權息資料,110年第1季,14.54,0.58,
661,107年08月23日,2375,凱美,70.50,67.50,3.0,息,74.20,60.80,67.50,67.50,除權息資料,110年第1季,59.21,1.8,
662,107年08月23日,2428,興勤,88.00,84.00,4.0,息,92.40,75.60,84.00,84.00,除權息資料,110年第1季,60.02,3.18,
663,107年08月23日,2477,美隆電,21.25,19.95,1.3,息,21.90,18.00,19.95,19.95,除權息資料,110年第1季,22.65,7.34,
664,107年08月23日,3013,晟銘電,15.75,15.25,0.5,息,16.75,13.75,15.25,15.25,除權息資料,110年第1季,15.23,0.08,
665,107年08月23日,4426,利勤,43.50,40.66,2.839623,權息,44.70,36.60,40.65,40.66,除權息資料,110年第1季,17.71,0.0,
666,107年08月23日,5531,鄉林,11.50,10.95,0.54762,權,12.00,9.86,10.95,10.95,除權息資料,110年第1季,11.39,-0.33,
667,107年08月24日,1340,勝悅-KY,33.05,29.77,3.277273,權息,32.70,26.80,29.75,29.77,除權息資料,110年第1季,35.40,-0.48,
668,107年08月24日,1541,錩泰,35.35,33.85,1.5,息,37.20,30.50,33.85,33.85,除權息資料,110年第1季,22.84,1.03,
669,107年08月24日,2027,大成鋼,49.10,45.54,3.5578269999999996,權息,51.00,41.00,46.45,46.44,除權息資料,110年第1季,19.26,0.88,
670,107年08月24日,2337,旺宏,33.25,31.61,1.632818,權息,34.75,28.45,31.60,31.61,除權息資料,110年第1季,20.18,0.5,
671,107年08月24日,2441,超豐,53.40,50.40,3.0,息,55.40,45.40,50.40,50.40,除權息資料,110年第1季,33.39,1.64,
672,107年08月24日,4942,嘉彰,28.50,27.30,1.2,息,30.00,24.60,27.30,27.30,除權息資料,110年第1季,53.81,1.51,
673,107年08月24日,5534,長虹,86.00,79.80,6.2,息,87.70,71.90,79.80,79.80,除權息資料,110年第1季,63.68,0.74,
674,107年08月24日,6005,群益證,11.25,10.32,0.922898,權息,11.35,9.29,10.30,10.32,除權息資料,110年第1季,17.20,0.6,
675,107年08月24日,6153,嘉聯益,52.10,51.90,0.2,息,57.00,46.75,51.90,51.90,除權息資料,110年第1季,28.46,-0.09,
676,107年08月27日,1229,聯華,41.10,35.72,5.372726999999999,權息,39.25,32.15,35.70,35.72,除權息資料,110年第1季,25.28,0.98,
677,107年08月27日,1231,聯華食,38.20,35.38,2.815385,權息,38.90,31.85,35.40,35.38,除權息資料,110年第1季,23.09,1.02,
678,107年08月27日,1533,車王電,35.25,34.95,0.3,息,38.40,31.50,34.95,34.95,除權息資料,110年第1季,25.01,0.08,
679,107年08月27日,2104,國際中橡,48.60,41.60,6.993425,權息,46.75,37.45,42.55,42.54,除權息資料,110年第1季,31.74,0.44,
680,107年08月27日,2106,建大,32.00,30.80,1.2,息,33.85,27.75,30.80,30.80,除權息資料,110年第1季,20.72,0.75,
681,107年08月27日,3025,星通,26.25,26.12,0.128,息,28.70,23.55,26.10,26.12,除權息資料,110年第1季,11.73,-0.19,
682,107年08月27日,3167,大量,51.50,49.00,2.5,息,53.90,44.10,49.00,49.00,除權息資料,110年第1季,26.85,1.01,
683,107年08月27日,3588,通嘉,25.70,25.19,0.500749,息,27.70,22.70,25.20,25.19,除權息資料,110年第1季,28.57,0.7,
684,107年08月27日,3622,洋華,17.45,17.15,0.3,息,18.85,15.45,17.15,17.15,除權息資料,110年第1季,31.76,0.19,
685,107年08月27日,4144,康聯-KY,30.35,30.29,0.056979999999999996,權,33.35,27.30,30.35,30.35,除權息資料,109年第2季,28.57,-0.93,
686,107年08月27日,5243,乙盛-KY,34.30,32.30,2.0,息,35.50,29.10,32.30,32.30,除權息資料,110年第1季,35.67,0.81,
687,107年08月27日,6183,關貿,34.55,33.05,1.5,息,36.35,29.75,33.05,33.05,除權息資料,110年第1季,15.72,0.82,
688,107年08月27日,6216,居易,29.85,27.79,2.058878,息,30.55,25.05,27.80,27.79,除權息資料,110年第1季,17.83,0.4,
689,107年08月27日,6531,愛普,68.10,63.45,4.645827,權息,69.70,57.20,63.50,63.45,除權息資料,110年第1季,46.76,4.73,
690,107年08月27日,6533,晶心科,117.00,111.42,5.571429,權,122.50,100.50,111.50,111.42,除權息資料,110年第1季,27.94,0.65,
691,107年08月27日,9935,慶豐富,16.95,16.95,-0.004716,權,18.60,15.30,16.95,16.95,除權息資料,110年第1季,13.16,0.46,
692,107年08月27日,9944,新麗,16.05,15.75,0.3,息,17.30,14.20,15.75,15.75,除權息資料,110年第1季,25.95,0.38,
693,107年08月28日,1409,新纖,14.15,13.65,0.5,息,15.00,12.30,13.65,13.65,除權息資料,110年第1季,19.01,0.44,
694,107年08月28日,1516,川飛,18.30,17.43,0.8624059999999999,權,19.15,15.70,17.45,17.43,除權息資料,110年第1季,11.95,0.11,
695,107年08月28日,1603,華電,25.35,24.35,1.0,息,26.75,21.95,24.35,24.35,除權息資料,110年第1季,35.10,0.49,
696,107年08月28日,1735,日勝化,15.80,15.30,0.5,息,16.80,13.80,15.30,15.30,除權息資料,110年第1季,14.90,0.02,
697,107年08月28日,2484,希華,21.25,20.25,1.0,息,22.25,18.25,20.25,20.25,除權息資料,110年第1季,21.49,0.48,
698,107年08月28日,2527,宏璟,29.80,29.00,0.8,息,31.90,26.10,29.00,29.00,除權息資料,110年第1季,35.59,0.84,
699,107年08月28日,2611,志信,7.61,7.51,0.1,息,8.26,6.76,7.51,7.51,除權息資料,110年第1季,15.94,0.44,
700,107年08月28日,2617,台航,19.65,18.95,0.7,息,20.80,17.10,18.95,18.95,除權息資料,110年第1季,26.91,0.37,
701,107年08月28日,2706,第一店,15.00,14.32,0.672862,權息,15.75,12.90,14.30,14.32,除權息資料,110年第1季,17.79,-0.01,
702,107年08月28日,3002,歐格,10.70,10.45,0.25,息,11.45,9.41,10.45,10.45,除權息資料,110年第1季,12.12,0.02,
703,107年08月28日,3346,麗清,57.90,55.40,2.5,息,60.90,49.90,55.40,55.40,除權息資料,110年第1季,23.63,0.52,
704,107年08月28日,3437,榮創,22.60,22.00,0.6,息,24.20,19.80,22.00,22.00,除權息資料,110年第1季,18.90,0.22,
705,107年08月28日,5264,鎧勝-KY,57.60,55.09,2.504459,息,60.50,49.60,55.10,55.09,除權息資料,109年第3季,72.02,0.56,
706,107年08月28日,5907,大洋-KY,32.10,30.90,1.2,息,33.95,27.85,30.90,30.90,除權息資料,110年第1季,43.32,0.05,
707,107年08月28日,9906,欣巴巴,12.45,11.13,1.3112,權,12.20,10.05,11.15,11.13,除權息資料,110年第1季,8.23,-0.31,
708,107年08月29日,1416,廣豐,17.15,15.95,1.2,息,17.50,14.40,15.95,15.95,除權息資料,110年第1季,18.99,-0.21,
709,107年08月29日,1513,中興電,21.40,20.40,1.0,息,22.40,18.40,20.40,20.40,除權息資料,110年第1季,24.11,1.31,
710,107年08月29日,1531,高林股,19.30,18.50,0.8,息,20.35,16.65,18.50,18.50,除權息資料,110年第1季,19.39,0.08,
711,107年08月29日,1718,中纖,12.40,11.54,0.8507049999999999,權息,12.65,10.40,11.55,11.54,除權息資料,110年第1季,18.00,0.1,
712,107年08月29日,2059,川湖,406.00,401.00,5.0,息,441.00,361.00,401.00,401.00,除權息資料,110年第1季,121.25,4.55,
713,107年08月29日,2328,廣宇,21.50,20.70,0.8,息,22.75,18.65,20.70,20.70,除權息資料,110年第1季,22.32,0.33,
714,107年08月29日,2509,全坤建,34.30,29.73,4.5631580000000005,權息,32.70,26.80,29.75,29.73,除權息資料,110年第1季,20.56,0.27,
715,107年08月29日,2603,長榮,13.55,12.71,0.835715,權息,13.95,11.45,12.70,12.71,除權息資料,110年第1季,26.39,7.04,
716,107年08月29日,6168,宏齊,17.35,16.35,1.0,息,17.95,14.75,16.35,16.35,除權息資料,110年第1季,15.27,0.51,
717,107年08月29日,8499,鼎炫-KY,77.00,71.95,5.045236,息,79.10,64.80,72.00,71.95,除權息資料,110年第1季,61.65,3.14,
718,107年08月29日,9188,精熙-DR,4.58,4.44,0.137095,息,4.88,4.00,4.44,4.44,除權息資料,97年第4季,0.00,0.83,
719,107年08月30日,1102,亞泥,45.40,44.20,1.2,息,48.60,39.80,44.20,44.20,除權息資料,110年第1季,44.87,1.02,
720,107年08月30日,1203,味王,26.70,25.40,1.3,息,27.90,22.90,25.40,25.40,除權息資料,110年第1季,22.13,0.55,
721,107年08月30日,1262,綠悅-KY,36.80,36.50,0.3,息,40.15,32.85,36.50,36.50,除權息資料,108年第2季,61.57,-1.53,
722,107年08月30日,1339,昭輝,43.35,41.35,2.0,息,45.45,37.25,41.35,41.35,除權息資料,110年第1季,47.67,0.78,
723,107年08月30日,1446,宏和,25.80,25.50,0.3,息,28.05,22.95,25.50,25.50,除權息資料,110年第1季,11.47,0.15,
724,107年08月30日,1526,日馳,33.85,32.85,1.0,息,36.10,29.60,32.85,32.85,除權息資料,110年第1季,19.80,0.9,
725,107年08月30日,1590,亞德客-KY,305.50,298.05,7.4448,息,327.50,268.50,298.00,298.05,除權息資料,110年第1季,116.55,7.66,
726,107年08月30日,2383,台光電,94.40,89.60,4.8,息,98.50,80.70,89.60,89.60,除權息資料,110年第1季,52.91,2.89,
727,107年08月30日,2472,立隆電,60.70,58.50,2.2,息,64.30,52.70,58.50,58.50,除權息資料,110年第1季,35.90,1.27,
728,107年08月30日,2524,京城,23.05,21.05,2.0,息,23.15,18.95,21.05,21.05,除權息資料,110年第1季,40.51,1.01,
729,107年08月30日,3257,虹冠電,56.60,56.10,0.5,息,61.70,50.50,56.10,56.10,除權息資料,110年第1季,22.67,1.14,
730,107年08月30日,3661,世芯-KY,113.00,111.93,1.066604,息,123.00,101.00,112.00,111.93,除權息資料,110年第1季,140.80,5.68,
731,107年08月30日,4764,雙鍵,84.00,81.30,2.7,息,89.40,73.20,81.30,81.30,除權息資料,110年第1季,29.13,0.32,
732,107年08月30日,6177,達麗,34.30,29.88,4.415299,息,32.85,26.90,29.90,29.88,除權息資料,110年第1季,14.47,-0.1,
733,107年08月30日,6282,康舒,20.60,19.70,0.9,息,21.65,17.75,19.70,19.70,除權息資料,110年第1季,19.41,0.16,
734,107年08月30日,8429,金麗-KY,20.15,19.68,0.46465100000000004,權息,21.60,17.75,19.70,19.68,除權息資料,110年第1季,34.42,0.1,
735,107年08月31日,1337,再生-KY,8.44,8.41,0.024782,權息,9.25,7.57,8.41,8.41,除權息資料,110年第1季,20.97,-0.39,
736,107年08月31日,1527,鑽全,61.90,60.50,1.4,息,66.50,54.50,60.50,60.50,除權息資料,110年第1季,30.77,1.06,
737,107年08月31日,1539,巨庭,24.30,23.30,1.0,息,25.60,21.00,23.30,23.30,除權息資料,110年第1季,19.27,0.14,
738,107年08月31日,2387,精元,16.55,16.14,0.403061,息,17.75,14.55,16.15,16.14,除權息資料,110年第1季,39.48,1.0,
739,107年08月31日,2901,欣欣,25.05,24.64,0.406165,息,27.10,22.20,24.65,24.64,除權息資料,110年第1季,11.84,0.06,
740,107年08月31日,6449,鈺邦,52.30,50.44,1.8540310000000002,息,55.40,45.40,50.40,50.44,除權息資料,110年第1季,27.85,0.82,
741,107年09月03日,1436,華友聯,41.35,37.00,4.35,權息,40.70,33.30,37.00,37.00,除權息資料,110年第1季,29.18,0.87,
742,107年09月03日,6235,華孚,17.90,17.60,0.297842,息,19.35,15.85,17.60,17.60,除權息資料,110年第1季,14.16,0.16,
743,107年09月03日,9105,泰金寶-DR,2.68,2.62,0.055098,息,2.88,2.36,2.62,2.62,除權息資料,93年第4季,0.00,4.81,
744,107年09月04日,2801,彰銀,19.20,18.02,1.171154,權息,19.80,16.25,18.00,18.02,除權息資料,110年第1季,16.12,0.19,
745,107年09月05日,1210,大成,41.40,36.82,4.577571,權息,40.50,33.15,36.80,36.82,除權息資料,110年第1季,23.88,1.01,
746,107年09月05日,1583,程泰,65.60,63.10,2.5,息,69.40,56.80,63.10,63.10,除權息資料,110年第1季,45.40,1.04,
747,107年09月05日,2069,運錩,23.90,23.64,0.25506799999999996,權,26.25,21.30,23.90,23.90,除權息資料,110年第1季,21.88,0.65,
748,107年09月05日,2836,高雄銀,9.75,9.27,0.47324099999999997,權息,10.15,8.35,9.27,9.27,除權息資料,110年第1季,14.71,0.2,
749,107年09月05日,3706,神達,35.40,29.66,5.739406,權息,32.60,26.70,29.65,29.66,除權息資料,110年第1季,36.03,0.57,
750,107年09月06日,1517,利奇,10.65,10.45,0.2,息,11.45,9.41,10.45,10.45,除權息資料,110年第1季,15.07,0.47,
751,107年09月06日,2379,瑞昱,149.50,144.00,5.5,息,158.00,130.00,144.00,144.00,除權息資料,110年第1季,64.85,5.98,
752,107年09月06日,2420,新巨,36.60,33.90,2.7,息,37.25,30.55,33.90,33.90,除權息資料,110年第1季,21.74,0.68,
753,107年09月06日,2539,櫻花建,31.05,27.36,3.688889,權息,30.05,24.65,27.35,27.36,除權息資料,110年第1季,13.84,-0.07,
754,107年09月06日,2834,臺企銀,11.10,10.41,0.684616,權息,11.45,9.37,10.40,10.41,除權息資料,110年第1季,13.37,0.15,
755,107年09月06日,2845,遠東銀,11.15,10.42,0.7216100000000001,權息,11.45,9.38,10.40,10.42,除權息資料,110年第1季,14.34,0.23,
756,107年09月06日,9946,三發地產,14.70,13.11,1.583721,權息,14.40,11.80,13.10,13.11,除權息資料,110年第1季,20.67,0.03,
757,107年09月07日,2542,興富發,49.15,45.65,3.5,息,50.20,41.10,45.65,45.65,除權息資料,110年第1季,25.72,2.26,
758,107年09月10日,2236,百達-KY,38.60,35.15,3.443996,權息,38.65,31.65,35.15,35.15,除權息資料,110年第1季,25.29,0.12,
759,107年09月11日,2618,長榮航,15.10,14.19,0.909524,權息,15.60,12.80,14.20,14.19,除權息資料,110年第1季,14.03,-0.45,
760,107年09月11日,5519,隆大,11.40,11.00,0.4,息,12.10,9.90,11.00,11.00,除權息資料,110年第1季,20.20,0.19,
761,107年09月12日,2637,慧洋-KY,30.40,29.40,0.997833,息,32.30,26.50,29.40,29.40,除權息資料,110年第1季,38.92,1.19,
762,107年09月13日,2488,漢平,33.55,31.65,1.9,息,34.80,28.50,31.65,31.65,除權息資料,110年第1季,26.07,0.34,
763,107年09月17日,1776,展宇,21.50,20.00,1.5,息,22.00,18.00,20.00,20.00,除權息資料,110年第1季,14.28,0.3,
764,107年09月18日,2474,可成,360.50,348.50,12.0,息,383.00,314.00,348.50,348.50,除權息資料,110年第1季,210.66,3.3,
765,107年09月18日,3052,夆典,9.77,9.07,0.7,息,9.97,8.17,9.07,9.07,除權息資料,110年第1季,15.61,0.2,
766,107年09月18日,4968,立積,55.10,49.51,5.581818,權息,54.40,44.60,49.50,49.51,除權息資料,110年第1季,38.64,4.06,
767,107年09月19日,6133,金橋,9.36,9.11,0.25,息,10.00,8.20,9.11,9.11,除權息資料,110年第1季,11.47,-0.14,
768,107年09月20日,2365,昆盈,10.70,10.39,0.301869,息,11.40,9.36,10.40,10.39,除權息資料,110年第1季,13.46,0.22,
769,107年09月20日,2514,龍邦,15.20,14.58,0.614635,權息,16.00,13.15,14.60,14.58,除權息資料,110年第1季,26.83,1.09,
770,107年09月20日,2888,新光金,12.15,11.64,0.503746,權息,12.80,10.50,11.65,11.64,除權息資料,109年第4季,18.12,1.12,
771,107年09月21日,1598,岱宇,29.30,28.70,0.59336,權,32.20,25.85,29.30,29.30,除權息資料,110年第1季,30.70,2.1,
772,107年09月21日,3312,弘憶股,12.15,12.00,0.144072,權,13.20,10.80,12.00,12.00,除權息資料,110年第1季,12.40,0.52,
773,107年09月21日,8105,凌巨,12.05,11.85,0.2,息,13.00,10.70,11.85,11.85,除權息資料,110年第1季,15.61,-0.37,
774,107年09月25日,"=""01004T""",土銀富邦R2,13.00,12.81,0.188806,息,14.09,11.53,12.81,12.81,除權息資料,110年05月18日,15.50,,
775,107年09月26日,"=""00710B""",FH彭博高收益債,20.65,20.26,0.382,息,"9,999.95",0.01,20.26,20.26,除權息資料,,,,
776,107年09月26日,"=""00711B""",FH彭博新興債,19.42,19.12,0.293,息,"9,999.95",0.01,19.12,19.12,除權息資料,,,,
777,107年09月26日,"=""00712""",FH富時不動產,19.47,18.60,0.862,息,"9,999.95",0.01,18.60,18.60,除權息資料,,,,
778,107年09月27日,3017,奇鋐,27.95,26.65,1.3,息,29.30,24.00,26.65,26.65,除權息資料,110年第1季,28.43,1.53,
779,107年10月03日,912398,友佳-DR,7.04,6.81,0.224467,息,7.49,6.13,6.81,6.81,除權息資料,98年第4季,0.00,1.17,
780,107年10月16日,"=""00714""",群益道瓊美國地產,18.88,18.68,0.2,息,"9,999.95",0.01,18.68,18.68,除權息資料,,,,
781,107年10月16日,2515,中工,7.66,7.47,0.187,息,8.21,6.73,7.47,7.47,除權息資料,110年第1季,13.28,0.06,
782,107年10月18日,2506,太設,11.35,11.20,0.15,息,12.30,10.10,11.20,11.20,除權息資料,110年第1季,19.25,0.4,
783,107年10月18日,2812,台中銀,10.40,10.39,0.00851,權,11.40,9.36,10.40,10.40,除權息資料,110年第1季,14.15,0.27,
784,107年10月18日,4190,佐登-KY,92.10,91.77,0.32018,權,101.00,82.60,92.10,92.10,除權息資料,110年第1季,35.07,1.22,
785,107年10月19日,2022,聚亨,7.10,6.88,0.21886399999999998,權,7.81,6.20,7.10,7.10,除權息資料,110年第1季,8.80,0.4,
786,107年10月23日,"=""0056""",元大高股息,25.81,24.36,1.45,息,26.79,21.93,24.36,24.36,除權息資料,110年05月18日,33.91,,
787,107年10月25日,1526,日馳,19.85,18.85,1.0,權,21.80,17.00,19.85,19.85,除權息資料,110年第1季,19.80,0.9,
788,107年10月26日,1714,和桐,6.90,6.60,0.3,息,7.26,5.94,6.60,6.60,除權息資料,110年第1季,12.59,0.29,
789,107年10月30日,"=""006204""",永豐臺灣加權,48.98,47.04,1.94,息,51.70,42.34,47.04,47.04,除權息資料,110年05月18日,81.98,,
790,107年10月30日,"=""00717""",富邦美國特別股,19.54,19.32,0.216,息,"9,999.95",0.01,19.32,19.32,除權息資料,,,,
791,107年10月30日,"=""00730""",富邦臺灣優質高息,18.14,17.16,0.979,息,18.87,15.45,17.16,17.16,除權息資料,110年05月18日,20.54,,
792,107年10月31日,2062,橋椿,28.90,28.60,0.3,息,31.45,25.75,28.60,28.60,除權息資料,110年第1季,32.02,0.36,
793,107年10月31日,2603,長榮,11.35,11.30,0.043209,權,12.45,10.20,11.35,11.35,除權息資料,110年第1季,26.39,7.04,
794,107年11月07日,4552,力達-KY,59.50,54.50,5.0,息,59.90,49.05,54.50,54.50,除權息資料,110年第1季,45.00,0.44,
795,107年11月13日,1235,興泰,43.10,29.72,13.375862,權,32.65,26.75,29.70,29.72,除權息資料,110年第1季,39.93,-0.13,
796,107年11月13日,4739,康普,90.20,89.18,1.014143,權,99.20,80.30,90.20,90.20,除權息資料,110年第1季,39.44,1.0,
797,107年11月15日,1909,榮成,15.75,15.76,-0.013102,權,17.30,14.20,15.75,15.75,除權息資料,110年第1季,20.52,0.4,
798,107年11月15日,2342,茂矽,23.70,22.83,0.866303,權,26.05,20.55,23.70,23.70,除權息資料,110年第1季,14.12,0.28,
799,107年11月20日,"=""01007T""",兆豐國泰R2,14.99,14.77,0.214486,息,16.24,13.30,14.77,14.77,除權息資料,110年05月18日,20.13,,
800,107年11月20日,1316,上曜,16.80,14.06,2.732744,權息,15.95,12.70,14.55,14.53,除權息資料,110年第1季,10.58,-0.2,
801,107年11月22日,"=""0051""",元大中型100,29.65,28.65,1.0,息,31.51,25.79,28.65,28.65,除權息資料,110年05月18日,49.59,,
802,107年11月22日,"=""0053""",元大電子,31.48,30.38,1.1,息,33.41,27.35,30.38,30.38,除權息資料,110年05月18日,62.94,,
803,107年11月22日,"=""0054""",元大台商50,20.53,19.78,0.75,息,21.75,17.81,19.78,19.78,除權息資料,110年05月18日,29.77,,
804,107年11月22日,"=""0055""",元大MSCI金融,17.94,17.29,0.65,息,19.01,15.57,17.29,17.29,除權息資料,110年05月18日,20.68,,
805,107年11月22日,"=""00713""",元大台灣高息低波,29.89,28.34,1.55,息,31.17,25.51,28.34,28.34,除權息資料,110年05月18日,40.88,,
806,107年11月26日,3533,嘉澤,174.00,170.71,3.2857260000000004,權,191.00,154.00,174.00,174.00,除權息資料,110年第1季,138.14,8.06,
807,107年11月26日,5258,虹堡,15.45,14.70,0.743413,權息,16.55,13.25,15.05,15.05,除權息資料,110年第1季,16.55,0.1,
808,107年11月26日,9802,鈺齊-KY,46.70,46.37,0.32310300000000003,權,51.30,41.75,46.70,46.70,除權息資料,110年第1季,45.76,1.75,
809,107年11月27日,2929,淘帝-KY,95.60,86.44,9.152381,權息,95.00,77.80,86.40,86.44,除權息資料,110年第1季,31.20,-0.58,
810,107年11月28日,"=""00690""",兆豐藍籌30,20.35,19.69,0.66,息,21.65,17.73,19.69,19.69,除權息資料,110年05月18日,31.63,,
811,107年11月28日,2913,農林,17.25,16.76,0.48734099999999997,息,18.40,15.10,16.75,16.76,除權息資料,110年第1季,19.99,0.0,
812,107年11月29日,"=""006208""",富邦台50,44.61,42.61,2.0,息,46.87,38.35,42.61,42.61,除權息資料,110年05月18日,75.85,,
813,107年11月29日,"=""00692""",富邦公司治理,20.50,19.75,0.743,息,21.72,17.78,19.75,19.75,除權息資料,110年05月18日,33.77,,
814,107年11月29日,3321,同泰,10.95,10.45,0.49767799999999995,權,12.00,9.41,10.95,10.95,除權息資料,110年第1季,5.81,-0.19,
815,107年12月04日,2867,三商壽,13.35,13.22,0.129639,權,14.65,11.90,13.35,13.35,除權息資料,110年第1季,17.16,0.65,
816,107年12月05日,2618,長榮航,15.75,15.57,0.176203,權,17.30,14.05,15.75,15.75,除權息資料,110年第1季,14.03,-0.45,
817,107年12月21日,"=""00731""",FH富時高息低波,48.87,46.37,2.492,息,51.00,41.74,46.37,46.37,除權息資料,110年05月18日,56.25,,
818,107年12月22日,2208,台船,25.20,24.63,0.566607,權,27.70,22.20,25.20,25.20,除權息資料,110年第1季,14.13,0.07,
819,107年12月26日,2439,美律,127.50,127.19,0.306001,權,140.00,114.50,127.50,127.50,除權息資料,110年第1季,50.51,0.1,
820,107年12月27日,"=""00710B""",FH彭博高收益債,19.80,19.57,0.224,息,"9,999.95",0.01,19.57,19.57,除權息資料,,,,
821,107年12月27日,"=""00711B""",FH彭博新興債,19.06,18.98,0.079,息,"9,999.95",0.01,18.98,18.98,除權息資料,,,,
822,107年12月27日,"=""00712""",FH富時不動產,17.11,16.75,0.357,息,"9,999.95",0.01,16.75,16.75,除權息資料,,,,
823,107年12月27日,"=""00742""",新光內需收益,19.17,18.22,0.95,息,20.04,16.40,18.22,18.22,除權息資料,110年05月18日,21.91,,
824,107年12月28日,6591,動力-KY,42.80,41.76,1.039542,權,47.05,37.60,42.80,42.80,除權息資料,110年第1季,45.41,2.41,
825,公式:,,,,,,,,,,,,,,,
826,除權息參考價 = (除權息前收盤價-息值+現金增資認購價*現金增資配股率)/(1+無償配股率+現金增資配股率),,,,,,,,,,,,,,,
827,減除股利參考價 = (除權息前收盤價-息值)/(1+無償配股率),,,,,,,,,,,,,,,
828,備註:,,,,,,,,,,,,,,,
829,股利資料自民國92年5月5日起開始提供,,,,,,,,,,,,,,,
830,如果無該項配股率則用'0'帶入,,,,,,,,,,,,,,,
831,開盤競價基準：當不含現金增資除權時，取最接近除權息參考價之檔位價，遇含現金增資除權時，則取最接近減除股利參考價之檔位價。,,,,,,,,,,,,,,,
832,權值+息值=除權息前收盤價-除權息參考價,,,,,,,,,,,,,,,
833,自民國100年3月28日起，除權息前一交易日如無收盤價格，以本公司營業細則第58-3條第2項第2款之原則所決定價格替代。,,,,,,,,,,,,,,,
834,本表不含除息併案辦理退還股款減資或分割減資之資料。,,,,,,,,,,,,,,,
835,本表所列股票、臺灣存託憑證、ETF、受益證券等財報資料，係發行公司最近一次申報資料，僅供參考，實際資料仍以公開資訊觀測發行公司公告資料為準，網址為：https://mops.twse.com.tw 。ETF、受益證券無每股 (單位)盈餘，以「N/A」表示；特別股同普通股最新申報資料。,,,,,,,,,,,,,,,
