,資料日期,股票代號,股票名稱,除權息前收盤價,除權息參考價,權值+息值,權/息,漲停價格,跌停價格,開盤競價基準,減除股利參考價,詳細資料,最近一次申報資料 季別/日期,最近一次申報每股 (單位)淨值,最近一次申報每股 (單位)盈餘,Unnamed: 15
200,106年07月10日,1236,宏亞,17.00,16.70,0.3,息,18.35,15.05,16.70,16.70,除權息資料,110年第1季,15.29,0.57,
201,106年07月10日,1410,南染,24.85,23.40,1.45,息,25.70,21.10,23.40,23.40,除權息資料,110年第1季,17.59,0.26,
202,106年07月10日,1521,大億,85.90,80.70,5.2,息,88.70,72.70,80.70,80.70,除權息資料,110年第1季,23.36,0.28,
203,106年07月10日,1735,日勝化,12.65,12.15,0.5,息,13.35,10.95,12.15,12.15,除權息資料,110年第1季,14.90,0.02,
204,106年07月10日,1909,榮成,35.00,33.51,1.489467,息,36.85,30.20,33.50,33.51,除權息資料,110年第1季,20.52,0.4,
205,106年07月10日,2114,鑫永銓,74.50,69.50,5.0,息,76.40,62.60,69.50,69.50,除權息資料,110年第1季,37.41,1.78,
206,106年07月10日,2397,友通,53.50,49.00,4.5,息,53.90,44.10,49.00,49.00,除權息資料,110年第1季,26.30,0.58,
207,106年07月10日,2417,圓剛,10.60,10.50,0.1,息,11.55,9.45,10.50,10.50,除權息資料,110年第1季,21.90,0.46,
208,106年07月10日,2493,揚博,27.35,25.05,2.3,息,27.55,22.55,25.05,25.05,除權息資料,110年第1季,18.85,0.78,
209,106年07月10日,2538,基泰,11.30,10.30,1.0,息,11.30,9.27,10.30,10.30,除權息資料,110年第1季,14.37,0.01,
210,106年07月10日,2605,新興,21.25,20.55,0.7,息,22.60,18.50,20.55,20.55,除權息資料,110年第1季,24.41,0.11,
211,106年07月10日,3028,增你強,18.90,17.40,1.5,息,19.10,15.70,17.40,17.40,除權息資料,110年第1季,21.47,0.9,
212,106年07月10日,3047,訊舟,10.65,10.15,0.5,息,11.15,9.14,10.15,10.15,除權息資料,110年第1季,11.47,-0.16,
213,106年07月10日,3050,鈺德,9.35,9.05,0.3,息,9.95,8.15,9.05,9.05,除權息資料,110年第1季,15.96,0.17,
214,106年07月10日,3054,立萬利,20.80,20.69,0.11,息,22.75,18.65,20.70,20.69,除權息資料,110年第1季,11.31,0.14,
215,106年07月10日,3645,達邁,39.30,38.10,1.2,息,41.90,34.30,38.10,38.10,除權息資料,110年第1季,21.99,0.69,
216,106年07月10日,4164,承業醫,44.65,43.64,1.004423,息,48.00,39.30,43.65,43.64,除權息資料,110年第1季,38.12,0.67,
217,106年07月10日,4737,華廣,70.40,66.26,4.13754,息,72.80,59.70,66.30,66.26,除權息資料,110年第1季,34.76,0.2,
218,106年07月10日,4755,三福化,32.55,30.95,1.6,息,34.00,27.90,30.95,30.95,除權息資料,110年第1季,36.70,1.0,
219,106年07月10日,8210,勤誠,53.20,50.20,3.0,息,55.20,45.20,50.20,50.20,除權息資料,110年第1季,33.48,1.05,
220,106年07月10日,8481,政伸,40.30,38.10,2.2,息,41.90,34.30,38.10,38.10,除權息資料,110年第1季,22.74,1.41,
221,106年07月10日,9930,中聯資源,55.30,52.50,2.8,息,57.70,47.25,52.50,52.50,除權息資料,110年第1季,22.50,0.79,
222,106年07月11日,1233,天仁,36.75,35.15,1.6,息,38.65,31.65,35.15,35.15,除權息資料,110年第1季,16.45,0.18,
223,106年07月11日,1707,葡萄王,197.00,190.60,6.4,息,209.50,172.00,190.50,190.60,除權息資料,110年第1季,59.84,1.6,
224,106年07月11日,1713,國化,16.25,15.67,0.58,息,17.20,14.15,15.65,15.67,除權息資料,110年第1季,16.02,0.23,
225,106年07月11日,1734,杏輝,22.05,21.95,0.1,息,24.10,19.80,21.95,21.95,除權息資料,110年第1季,15.88,0.03,
226,106年07月11日,2303,聯電,14.30,13.80,0.5,息,15.15,12.45,13.80,13.80,除權息資料,110年第1季,20.12,0.85,
227,106年07月11日,2345,智邦,75.80,72.70,3.0978,息,79.90,65.50,72.70,72.70,除權息資料,110年第1季,27.98,2.02,
228,106年07月11日,2404,漢唐,66.50,60.50,6.0,息,66.50,54.50,60.50,60.50,除權息資料,110年第1季,39.61,3.92,
229,106年07月11日,2419,仲琦,22.90,21.12,1.772833,息,23.20,19.05,21.10,21.12,除權息資料,110年第1季,15.53,0.0,
230,106年07月11日,2439,美律,189.50,180.61,8.884167,息,198.50,163.00,180.50,180.61,除權息資料,110年第1季,50.51,0.1,
231,106年07月11日,2634,漢翔,35.60,34.60,1.0,息,38.05,31.15,34.60,34.60,除權息資料,110年第1季,14.55,-0.28,
232,106年07月11日,2887E,台新戊特,51.90,51.87,0.025956,息,57.00,46.70,51.90,51.87,除權息資料,109年第4季,15.88,1.17,
233,106年07月11日,3003,健和興,49.15,47.65,1.5,息,52.40,42.90,47.65,47.65,除權息資料,110年第1季,31.14,1.2,
234,106年07月11日,3034,聯詠,123.00,116.00,7.0,息,127.50,104.50,116.00,116.00,除權息資料,110年第1季,75.63,9.66,
235,106年07月11日,3045,台灣大,113.00,107.40,5.6,息,118.00,96.70,107.50,107.40,除權息資料,110年第1季,24.29,1.01,
236,106年07月11日,3481,群創,15.35,15.25,0.099999,息,16.75,13.75,15.25,15.25,除權息資料,110年第1季,25.21,1.15,
237,106年07月11日,4190,佐登-KY,72.30,68.80,3.5,息,75.60,62.00,68.80,68.80,除權息資料,110年第1季,35.07,1.22,
238,106年07月11日,4807,日成-KY,67.20,64.20,3.0,息,70.60,57.80,64.20,64.20,除權息資料,110年第1季,23.37,0.34,
239,106年07月11日,8341,日友,163.00,158.50,4.5,息,174.00,143.00,158.50,158.50,除權息資料,110年第1季,30.25,1.95,
240,106年07月11日,9907,統一實,14.40,14.02,0.38,息,15.40,12.65,14.00,14.02,除權息資料,110年第1季,12.00,0.12,
241,106年07月12日,1256,鮮活果汁-KY,142.00,138.48,3.510415,權,156.00,125.00,142.00,142.00,除權息資料,110年第1季,83.26,5.88,
242,106年07月12日,1301,台塑,93.00,88.40,4.6,息,97.20,79.60,88.40,88.40,除權息資料,110年第1季,56.42,2.35,
243,106年07月12日,1463,強盛,28.35,25.05,3.3,息,27.55,22.55,25.05,25.05,除權息資料,110年第1季,13.25,0.19,
244,106年07月12日,1605,華新,13.00,12.30,0.7,息,13.50,11.10,12.30,12.30,除權息資料,110年第1季,27.44,0.55,
245,106年07月12日,2102,泰豐,13.95,13.85,0.1,息,15.20,12.50,13.85,13.85,除權息資料,110年第1季,16.03,-0.58,
246,106年07月12日,2313,華通,24.95,24.35,0.6,息,26.75,21.95,24.35,24.35,除權息資料,110年第1季,25.16,0.78,
247,106年07月12日,2385,群光,77.10,76.71,0.383583,權,84.30,69.10,76.70,76.71,除權息資料,110年第1季,36.94,2.23,
248,106年07月12日,2423,固緯,23.35,22.15,1.2,息,24.35,19.95,22.15,22.15,除權息資料,110年第1季,15.22,0.46,
249,106年07月12日,2427,三商電,8.45,8.25,0.2,息,9.07,7.43,8.25,8.25,除權息資料,110年第1季,12.17,0.13,
250,106年07月12日,2849,安泰銀,13.40,12.80,0.6,息,14.05,11.55,12.80,12.80,除權息資料,110年第1季,17.85,0.29,
251,106年07月12日,3014,聯陽,36.75,33.81,2.934933,息,37.15,30.45,33.80,33.81,除權息資料,110年第1季,32.98,2.33,
252,106年07月12日,3060,銘異,31.90,30.40,1.5,息,33.40,27.40,30.40,30.40,除權息資料,110年第1季,20.28,-0.04,
253,106年07月12日,4904,遠傳,77.60,73.85,3.75,息,81.20,66.50,73.90,73.85,除權息資料,110年第1季,21.22,0.56,
254,106年07月12日,5706,鳳凰,36.65,34.65,2.0,息,38.10,31.20,34.65,34.65,除權息資料,110年第1季,18.28,0.87,
255,106年07月12日,8374,羅昇,18.25,18.15,0.1,息,19.95,16.35,18.15,18.15,除權息資料,110年第1季,18.01,0.44,
256,106年07月12日,8422,可寧衛,178.50,167.00,11.5,息,183.50,150.50,167.00,167.00,除權息資料,110年第1季,55.91,3.42,
257,106年07月12日,8427,基勝-KY,56.00,52.00,4.0,息,57.20,46.80,52.00,52.00,除權息資料,110年第1季,37.14,1.32,
258,106年07月12日,9939,宏全,59.20,56.70,2.5,息,62.30,51.10,56.70,56.70,除權息資料,110年第1季,42.41,1.67,
259,106年07月13日,1338,廣華-KY,107.50,103.50,4.0,息,113.50,93.20,103.50,103.50,除權息資料,110年第1季,76.93,1.37,
260,106年07月13日,1457,宜進,11.30,10.80,0.5,息,11.85,9.72,10.80,10.80,除權息資料,110年第1季,21.08,0.31,
261,106年07月13日,1535,中宇,43.50,41.70,1.8,息,45.85,37.55,41.70,41.70,除權息資料,110年第1季,24.68,0.72,
262,106年07月13日,1589,永冠-KY,86.30,83.05,3.25,息,91.30,74.80,83.10,83.05,除權息資料,110年第1季,79.60,1.13,
263,106年07月13日,1702,南僑,65.90,63.09,2.807081,息,69.30,56.80,63.10,63.09,除權息資料,110年第1季,25.11,1.13,
264,106年07月13日,1708,東鹼,29.35,27.47,1.8738099999999998,權息,30.20,24.75,27.45,27.47,除權息資料,110年第1季,24.50,0.23,
265,106年07月13日,1904,正隆,14.70,14.20,0.5,息,15.60,12.80,14.20,14.20,除權息資料,110年第1季,24.09,1.12,
266,106年07月13日,1905,華紙,10.10,9.75,0.35,息,10.70,8.78,9.75,9.75,除權息資料,110年第1季,13.84,0.09,
267,106年07月13日,2020,美亞,13.85,13.05,0.8,息,14.35,11.75,13.05,13.05,除權息資料,110年第1季,15.76,1.47,
268,106年07月13日,2314,台揚,32.90,32.78,0.116154,息,36.05,29.55,32.80,32.78,除權息資料,110年第1季,10.10,-0.49,
269,106年07月13日,2317,鴻海,118.50,114.00,4.5,息,125.00,103.00,114.00,114.00,除權息資料,110年第1季,91.91,2.03,
270,106年07月13日,2353,宏碁,15.80,15.30,0.5,息,16.80,13.80,15.30,15.30,除權息資料,110年第1季,19.51,0.91,
271,106年07月13日,2354,鴻準,95.50,91.70,3.8,息,100.50,82.60,91.70,91.70,除權息資料,110年第1季,85.49,0.7,
272,106年07月13日,2356,英業達,27.00,25.55,1.45,息,28.10,23.00,25.55,25.55,除權息資料,110年第1季,14.65,0.32,
273,106年07月13日,2401,凌陽,14.05,13.55,0.5,息,14.90,12.20,13.55,13.55,除權息資料,110年第1季,14.69,0.37,
274,106年07月13日,2548,華固,70.50,64.90,5.6,息,71.30,58.50,64.90,64.90,除權息資料,110年第1季,56.55,0.69,
275,106年07月13日,2608,嘉里大榮,38.15,36.65,1.5,息,40.30,33.00,36.65,36.65,除權息資料,110年第1季,22.64,0.65,
276,106年07月13日,2904,匯僑,21.70,20.35,1.35,息,22.35,18.35,20.35,20.35,除權息資料,110年第1季,15.57,0.58,
277,106年07月13日,3026,禾伸堂,40.20,37.70,2.5,息,41.45,33.95,37.70,37.70,除權息資料,110年第1季,53.66,3.45,
278,106年07月13日,3033,威健,17.35,16.28,1.064173,息,17.90,14.70,16.30,16.28,除權息資料,110年第1季,15.96,0.75,
279,106年07月13日,3055,蔚華科,17.95,17.13,0.819209,息,18.80,15.45,17.15,17.13,除權息資料,110年第1季,23.22,-1.06,
280,106年07月13日,4722,國精化,32.45,29.95,2.5,息,32.90,27.00,29.95,29.95,除權息資料,110年第1季,26.91,0.94,
281,106年07月13日,4999,鑫禾,55.10,52.00,3.1,息,57.20,46.80,52.00,52.00,除權息資料,110年第1季,45.19,0.71,
282,106年07月13日,5284,jpp-KY,63.90,61.34,2.5574619999999997,息,67.40,55.30,61.30,61.34,除權息資料,110年第1季,41.15,1.25,
283,106年07月13日,6141,柏承,18.20,17.90,0.3,息,19.65,16.15,17.90,17.90,除權息資料,110年第1季,19.73,0.62,
284,106年07月13日,6214,精誠,63.80,58.80,5.0,息,64.60,53.00,58.80,58.80,除權息資料,110年第1季,56.97,2.03,
285,106年07月13日,6412,群電,62.40,62.08,0.310483,權,68.20,55.90,62.10,62.08,除權息資料,110年第1季,22.16,1.49,
286,106年07月13日,6442,光聖,49.10,45.80,3.3,息,50.30,41.25,45.80,45.80,除權息資料,110年第1季,24.91,0.21,
287,106年07月13日,8112,至上,32.15,29.67,2.477341,息,32.60,26.75,29.65,29.67,除權息資料,110年第1季,19.84,1.62,
288,106年07月13日,9924,福興,41.20,38.40,2.8,息,42.20,34.60,38.40,38.40,除權息資料,110年第1季,31.92,0.88,
289,106年07月14日,1104,環泥,25.15,23.25,1.897573,權息,25.55,20.95,23.25,23.25,除權息資料,110年第1季,28.89,0.35,
290,106年07月14日,1312,國喬,21.65,20.65,1.0,息,22.70,18.60,20.65,20.65,除權息資料,110年第1季,32.93,2.13,
291,106年07月14日,1312A,國喬特,27.60,26.00,1.6,息,28.60,23.40,26.00,26.00,除權息資料,110年第1季,32.93,2.13,
292,106年07月14日,1319,東陽,59.40,57.28,2.12,息,63.00,51.60,57.30,57.28,除權息資料,110年第1季,36.99,0.42,
293,106年07月14日,1323,永裕,33.35,31.55,1.8,息,34.70,28.40,31.55,31.55,除權息資料,110年第1季,23.44,0.62,
294,106年07月14日,1618,合機,8.45,8.15,0.3,息,8.96,7.34,8.15,8.15,除權息資料,110年第1季,19.91,0.28,
295,106年07月14日,2543,皇昌,9.08,8.78,0.3,息,9.65,7.91,8.78,8.78,除權息資料,110年第1季,8.45,0.01,
296,106年07月14日,2636,台驊投控,22.50,21.70,0.8,息,23.85,19.55,21.70,21.70,除權息資料,110年第1季,31.08,3.16,
297,106年07月14日,2885,元大金,13.70,13.25,0.44777,息,14.55,11.95,13.25,13.25,除權息資料,109年第4季,20.87,1.99,
298,106年07月14日,3023,信邦,71.50,67.80,3.7,息,74.50,61.10,67.80,67.80,除權息資料,110年第1季,42.15,2.52,
299,106年07月14日,3413,京鼎,176.00,163.80,12.190477,權息,180.00,147.50,164.00,163.80,除權息資料,110年第1季,70.83,3.45,
300,106年07月14日,3419,譁裕,19.70,19.28,0.42,息,21.20,17.40,19.30,19.28,除權息資料,110年第1季,12.53,-0.06,
301,106年07月14日,3583,辛耘,63.60,61.57,2.0201919999999998,息,67.70,55.50,61.60,61.57,除權息資料,110年第1季,33.78,0.25,
302,106年07月14日,4526,東台,21.00,20.50,0.5,息,22.55,18.45,20.50,20.50,除權息資料,110年第1季,18.82,-0.3,
303,106年07月17日,1477,聚陽,139.50,132.78,6.711536,息,146.00,120.00,133.00,132.78,除權息資料,110年第1季,48.74,2.92,
304,106年07月17日,1721,三晃,14.35,13.65,0.7,息,15.00,12.30,13.65,13.65,除權息資料,110年第1季,13.22,-0.22,
305,106年07月17日,2033,佳大,9.36,9.06,0.3,息,9.96,8.16,9.06,9.06,除權息資料,110年第1季,12.98,0.04,
306,106年07月17日,2492,華新科,54.40,53.19,1.206548,息,58.50,47.90,53.20,53.19,除權息資料,110年第1季,85.08,4.06,
307,106年07月17日,2527,宏璟,20.40,19.60,0.8,息,21.55,17.65,19.60,19.60,除權息資料,110年第1季,35.59,0.84,
308,106年07月17日,2891,中信金,20.70,19.70,1.0,息,21.65,17.75,19.70,19.70,除權息資料,109年第4季,20.26,2.15,
309,106年07月17日,2897,王道銀行,9.48,9.03,0.45,息,9.93,8.13,9.03,9.03,除權息資料,110年第1季,11.92,0.17,
310,106年07月17日,2908,特力,22.70,21.62,1.08,息,23.75,19.50,21.60,21.62,除權息資料,110年第1季,12.90,0.56,
311,106年07月17日,3031,佰鴻,16.80,16.00,0.8,息,17.60,14.40,16.00,16.00,除權息資料,110年第1季,15.76,0.28,
312,106年07月17日,3454,晶睿,86.70,79.95,6.748781,權息,87.90,72.00,80.00,79.95,除權息資料,110年第1季,33.94,0.6,
313,106年07月17日,3550,聯穎,18.40,16.90,1.5,息,18.55,15.25,16.90,16.90,除權息資料,110年第1季,22.67,0.46,
314,106年07月17日,3705,永信,43.05,41.55,1.5,息,45.70,37.40,41.55,41.55,除權息資料,110年第1季,24.54,0.62,
315,106年07月17日,4306,炎洲,13.00,12.70,0.3,息,13.95,11.45,12.70,12.70,除權息資料,110年第1季,19.07,1.83,
316,106年07月17日,5531,鄉林,10.90,10.38,0.519048,權,11.40,9.35,10.40,10.38,除權息資料,110年第1季,11.39,-0.33,
317,106年07月17日,6409,旭隼,540.00,519.99,20.00432,息,571.00,468.00,520.00,519.99,除權息資料,110年第1季,66.64,4.87,
318,106年07月18日,1303,南亞,77.80,73.30,4.5,息,80.60,66.00,73.30,73.30,除權息資料,110年第1季,46.22,2.23,
319,106年07月18日,1414,東和,6.55,6.35,0.2,息,6.98,5.72,6.35,6.35,除權息資料,110年第1季,14.43,0.08,
320,106年07月18日,1532,勤美,32.25,30.55,1.7,息,33.60,27.50,30.55,30.55,除權息資料,110年第1季,32.22,0.46,
321,106年07月18日,2206,三陽工業,21.00,19.96,1.0338180000000001,息,21.95,18.00,19.95,19.96,除權息資料,110年第1季,19.27,0.74,
322,106年07月18日,2207,和泰車,381.00,369.00,12.0,息,405.50,332.50,369.00,369.00,除權息資料,110年第1季,112.30,9.16,
323,106年07月18日,2426,鼎元,14.15,13.25,0.892516,息,14.55,11.95,13.25,13.25,除權息資料,110年第1季,12.56,0.25,
324,106年07月18日,2501,國建,19.90,18.40,1.5,息,20.20,16.60,18.40,18.40,除權息資料,110年第1季,21.35,-0.01,
325,106年07月18日,2535,達欣工,19.85,18.26,1.583525,息,20.05,16.45,18.25,18.26,除權息資料,110年第1季,23.45,0.68,
326,106年07月18日,3044,健鼎,101.00,96.75,4.25,息,106.00,87.10,96.80,96.75,除權息資料,110年第1季,72.15,2.68,
327,106年07月18日,3450,聯鈞,144.00,114.58,29.416666999999997,權息,126.00,103.50,114.50,114.58,除權息資料,110年第1季,27.20,0.62,
328,106年07月18日,3617,碩天,95.50,90.75,4.75,息,99.80,81.70,90.80,90.75,除權息資料,110年第1季,51.67,0.9,
329,106年07月18日,5538,東明-KY,32.00,30.00,2.0,息,33.00,27.00,30.00,30.00,除權息資料,110年第1季,25.79,1.2,
330,106年07月18日,9918,欣天然,32.35,31.20,1.15,息,34.30,28.10,31.20,31.20,除權息資料,110年第1季,18.03,0.76,
331,106年07月19日,1582,信錦,71.30,65.85,5.447666000000001,息,72.40,59.30,65.90,65.85,除權息資料,110年第1季,48.44,1.02,
332,106年07月19日,2029,盛餘,39.00,36.55,2.45,息,40.20,32.90,36.55,36.55,除權息資料,110年第1季,27.92,0.86,
333,106年07月19日,2520,冠德,20.50,19.40,1.1,息,21.30,17.50,19.40,19.40,除權息資料,110年第1季,31.99,1.09,
334,106年07月19日,2546,根基,18.70,17.20,1.5,息,18.90,15.50,17.20,17.20,除權息資料,110年第1季,30.65,1.1,
335,106年07月19日,2903,遠百,15.75,15.05,0.7,息,16.55,13.55,15.05,15.05,除權息資料,110年第1季,22.90,0.5,
336,106年07月19日,3032,偉訓,45.95,43.75,2.2,息,48.10,39.40,43.75,43.75,除權息資料,110年第1季,23.17,0.64,
337,106年07月19日,3532,台勝科,91.60,90.93,0.67,息,100.00,81.90,90.90,90.93,除權息資料,110年第1季,53.24,0.84,
338,106年07月19日,4536,拓凱,105.50,99.50,6.0,息,109.00,89.60,99.50,99.50,除權息資料,110年第1季,61.03,2.51,
339,106年07月19日,5305,敦南,31.20,30.00,1.198742,息,33.00,27.00,30.00,30.00,除權息資料,109年第3季,30.01,7.7,
340,106年07月19日,5388,中磊,81.10,76.90,4.2,息,84.50,69.30,76.90,76.90,除權息資料,110年第1季,32.17,0.56,
341,106年07月19日,6176,瑞儀,72.20,67.70,4.5,息,74.40,61.00,67.70,67.70,除權息資料,110年第1季,66.46,3.58,
342,106年07月19日,6177,達麗,25.90,23.44,2.454882,權息,25.75,21.10,23.45,23.44,除權息資料,110年第1季,14.47,-0.1,
343,106年07月19日,9919,康那香,11.05,10.85,0.2,息,11.90,9.77,10.85,10.85,除權息資料,110年第1季,13.16,0.2,
344,106年07月19日,9942,茂順,82.40,78.40,4.0,息,86.20,70.60,78.40,78.40,除權息資料,110年第1季,37.82,1.5,
345,106年07月20日,1110,東泥,15.20,15.10,0.1,息,16.60,13.60,15.10,15.10,除權息資料,110年第1季,14.95,0.03,
346,106年07月20日,1219,福壽,18.10,17.62,0.476238,權息,19.35,15.90,17.60,17.62,除權息資料,110年第1季,14.45,0.73,
347,106年07月20日,1325,恆大,20.60,19.80,0.8,息,21.75,17.85,19.80,19.80,除權息資料,110年第1季,45.62,1.84,
348,106年07月20日,1402,遠東新,25.45,24.65,0.8,息,27.10,22.20,24.65,24.65,除權息資料,110年第1季,38.58,0.54,
349,106年07月20日,1455,集盛,9.76,9.46,0.3,息,10.40,8.52,9.46,9.46,除權息資料,110年第1季,13.01,0.72,
350,106年07月20日,1474,弘裕,12.15,11.55,0.6,息,12.70,10.40,11.55,11.55,除權息資料,110年第1季,15.53,0.35,
351,106年07月20日,1524,耿鼎,11.80,11.30,0.5,息,12.40,10.20,11.30,11.30,除權息資料,110年第1季,13.37,0.13,
352,106年07月20日,1531,高林股,19.25,18.65,0.6,息,20.50,16.80,18.65,18.65,除權息資料,110年第1季,19.39,0.08,
353,106年07月20日,1614,三洋電,25.00,23.94,1.053595,息,26.30,21.55,23.95,23.94,除權息資料,110年第1季,19.75,0.23,
354,106年07月20日,1723,中碳,118.50,114.00,4.5,息,125.00,103.00,114.00,114.00,除權息資料,110年第1季,29.35,1.01,
355,106年07月20日,1724,台硝,16.25,15.25,1.0,息,16.75,13.75,15.25,15.25,除權息資料,110年第1季,14.97,-0.27,
356,106年07月20日,2013,中鋼構,20.70,20.44,0.26,息,22.45,18.40,20.45,20.44,除權息資料,110年第1季,25.90,0.39,
357,106年07月20日,2201,裕隆,26.70,26.20,0.5,息,28.80,23.60,26.20,26.20,除權息資料,110年第1季,50.69,1.39,
358,106年07月20日,2204,中華,28.25,26.65,1.6,息,29.30,24.00,26.65,26.65,除權息資料,110年第1季,78.54,2.35,
359,106年07月20日,2352,佳世達,24.15,22.83,1.32,息,25.10,20.55,22.85,22.83,除權息資料,110年第1季,19.82,1.07,
360,106年07月20日,2468,華經,11.40,10.90,0.5,息,11.95,9.81,10.90,10.90,除權息資料,110年第1季,16.38,0.11,
361,106年07月20日,2616,山隆,35.80,33.74,2.055403,息,37.10,30.40,33.75,33.74,除權息資料,110年第1季,38.41,0.64,
362,106年07月20日,3048,益登,17.25,16.75,0.5,息,18.40,15.10,16.75,16.75,除權息資料,110年第1季,17.89,1.2,
363,106年07月20日,3605,宏致,28.20,27.60,0.6,息,30.35,24.85,27.60,27.60,除權息資料,110年第1季,36.97,1.24,
364,106年07月20日,3679,新至陞,94.30,86.30,8.0,息,94.90,77.70,86.30,86.30,除權息資料,110年第1季,74.37,3.49,
365,106年07月20日,4906,正文,28.55,27.09,1.4599540000000002,息,29.75,24.40,27.10,27.09,除權息資料,110年第1季,30.31,0.36,
366,106年07月20日,4927,泰鼎-KY,29.00,27.34,1.655039,權息,30.05,24.65,27.35,27.34,除權息資料,110年第1季,39.12,0.81,
367,106年07月20日,4935,茂林-KY,50.50,47.50,3.0,息,52.20,42.75,47.50,47.50,除權息資料,110年第1季,57.79,2.49,
368,106年07月20日,5215,科嘉-KY,33.20,30.20,3.0,息,33.20,27.20,30.20,30.20,除權息資料,110年第1季,46.18,3.12,
369,106年07月20日,5515,建國,9.27,8.77,0.5,息,9.64,7.90,8.77,8.77,除權息資料,110年第1季,18.14,0.54,
370,106年07月20日,6189,豐藝,30.55,28.25,2.3,息,31.05,25.45,28.25,28.25,除權息資料,110年第1季,23.05,1.23,
371,106年07月20日,6449,鈺邦,35.55,33.75,1.8,息,37.10,30.40,33.75,33.75,除權息資料,110年第1季,27.85,0.82,
372,106年07月20日,8046,南電,25.15,24.35,0.8,息,26.75,21.95,24.35,24.35,除權息資料,110年第1季,52.45,2.45,
373,106年07月20日,8131,福懋科,28.50,26.50,2.0,息,29.15,23.85,26.50,26.50,除權息資料,110年第1季,27.83,0.82,
374,106年07月20日,8411,福貞-KY,34.30,30.66,3.6315269999999997,權息,33.70,27.60,30.65,30.66,除權息資料,110年第1季,30.30,-0.07,
375,106年07月20日,8443,阿瘦,15.25,14.95,0.3,息,16.40,13.50,14.95,14.95,除權息資料,110年第1季,18.45,-0.72,
376,106年07月20日,9917,中保科,92.00,88.50,3.5,息,97.30,79.70,88.50,88.50,除權息資料,110年第1季,26.89,1.33,
377,106年07月21日,1473,台南,26.55,25.35,1.2,息,27.85,22.85,25.35,25.35,除權息資料,110年第1季,22.77,0.31,
378,106年07月21日,1519,華城,17.35,16.55,0.8,息,18.20,14.90,16.55,16.55,除權息資料,110年第1季,12.32,0.04,
379,106年07月21日,1712,興農,16.15,15.21,0.939,息,16.70,13.70,15.20,15.21,除權息資料,110年第1季,16.06,0.6,
380,106年07月21日,2412,中華電,109.50,104.55,4.9419,息,115.00,94.10,104.50,104.55,除權息資料,110年第1季,49.73,1.14,
381,106年07月21日,2634,漢翔,36.00,34.71,1.284475,權,38.15,31.25,34.70,34.71,除權息資料,110年第1季,14.55,-0.28,
382,106年07月21日,2637,慧洋-KY,31.60,29.14,2.457143,權息,32.05,26.25,29.15,29.14,除權息資料,110年第1季,38.92,1.19,
383,106年07月21日,2838,聯邦銀,9.34,8.89,0.45,息,9.77,8.01,8.89,8.89,除權息資料,110年第1季,18.47,0.31,
384,106年07月21日,3130,一零四,163.00,152.19,10.805203,息,167.00,137.00,152.00,152.19,除權息資料,110年第1季,47.11,3.13,
385,106年07月21日,4912,聯德控股-KY,198.00,194.00,4.0,息,213.00,175.00,194.00,194.00,除權息資料,110年第1季,56.17,3.01,
386,106年07月21日,6277,宏正,85.40,79.60,5.8,息,87.50,71.70,79.60,79.60,除權息資料,110年第1季,38.18,1.43,
387,106年07月21日,8110,華東,13.50,13.25,0.249954,息,14.55,11.95,13.25,13.25,除權息資料,110年第1季,24.32,0.06,
388,106年07月24日,1434,福懋,31.75,30.25,1.5,息,33.25,27.25,30.25,30.25,除權息資料,110年第1季,36.83,0.34,
389,106年07月24日,1540,喬福,15.70,14.70,1.0,息,16.15,13.25,14.70,14.70,除權息資料,110年第1季,15.88,0.24,
390,106年07月24日,1590,亞德客-KY,401.50,396.13,5.369661,權,441.50,357.00,401.50,401.50,除權息資料,110年第1季,116.55,7.66,
391,106年07月24日,1604,聲寶,17.55,16.15,1.4,息,17.75,14.55,16.15,16.15,除權息資料,110年第1季,21.45,0.5,
392,106年07月24日,1762,中化生,23.90,23.40,0.5,息,25.70,21.10,23.40,23.40,除權息資料,110年第1季,33.85,1.27,
393,106年07月24日,2340,光磊,17.85,16.65,1.1908020000000001,息,18.30,15.00,16.65,16.65,除權息資料,110年第1季,19.67,0.66,
394,106年07月24日,2360,致茂,100.00,96.77,3.2208639999999997,息,106.00,87.10,96.80,96.77,除權息資料,110年第1季,39.47,5.36,
395,106年07月24日,5471,松翰,33.85,32.05,1.8,息,35.25,28.85,32.05,32.05,除權息資料,110年第1季,24.72,1.6,
396,106年07月24日,6166,凌華,61.00,59.19,1.804793,息,65.10,53.30,59.20,59.19,除權息資料,110年第1季,20.78,0.01,
397,106年07月24日,6205,詮欣,37.80,35.80,2.0,息,39.35,32.25,35.80,35.80,除權息資料,110年第1季,25.99,0.3,
398,106年07月24日,6224,聚鼎,63.20,58.65,4.55,息,64.50,52.80,58.70,58.65,除權息資料,110年第1季,28.15,1.7,
399,106年07月24日,9926,新海,40.90,39.30,1.6,息,43.20,35.40,39.30,39.30,除權息資料,110年第1季,19.24,0.7,
400,106年07月25日,1101,台泥,36.00,34.55,1.45,息,38.00,31.10,34.55,34.55,除權息資料,110年第1季,34.63,0.57,
401,106年07月25日,1234,黑松,33.85,31.85,2.0,息,35.00,28.70,31.85,31.85,除權息資料,110年第1季,45.29,0.33,
402,106年07月25日,1470,大統新創,18.20,17.65,0.55,息,19.40,15.90,17.65,17.65,除權息資料,110年第1季,10.97,0.08,
